name,Cases,Deaths,Sick,Spread,DaytimePopDensity,Traffic,SVIHousing,Vaccines,DistancingGrade,Testing,PctBeds,PctVentilators,PctBlack,PctNative,AirPollution,PctGE65,PrematureDeath,Smoking,Diabetes,Obesity,PctNoIns,SVISocioeconomic
"Kansas, Osborne",375,14,5.75539568345324,0.0533333333333333,4.0,19.518930799,0.0264,0.625,2.3,965,0.16,0.0138,0.004028777,0.008057554,7.3,24.3,8552.6683858,0.1587738683,0.15,0.29,7.9,0.1946
"Kansas, Ottawa",691,15,4.13650465356774,0.0347322720694645,6.3,4.9882642021,0.0239,0.641,3.0,2542,0.7,0.0388,0.0113753878,0.0074112375,8.2,19.3,8923.2153442,0.1678822991,0.12,0.333,6.2,0.1261
"Kansas, Pawnee",1351,15,14.0201158183481,0.0680977054034049,9.5,48.070943048,0.1656,0.529,3.3,2417,0.27,0.0,0.0542517525,0.0100579092,7.7,21.4,8763.4642392,0.1603812427,0.139,0.367,9.6,0.3293
"Kansas, Phillips",801,26,4.51382358472823,0.0299625468164794,6.0,48.129033959,0.348,0.611,3.7,994,0.67,0.0,0.0039495956,0.0060184314,7.1,22.2,5968.4655966,0.15615541,0.077,0.344,5.8,0.1494
"Kansas, Pottawatomie",2680,41,1.77122379206656,0.016044776119403,28.1,54.851323549,0.2254,0.658,5.0,1083,0.28,0.0,0.010668534,0.0096387527,9.1,13.8,4794.7373061,0.1458310464,0.102,0.315,5.1,0.1475
"Kansas, Pratt",1154,26,4.69183194711026,0.0381282495667244,13.2,78.485205527,0.7087,0.571,3.7,2292,0.73,0.08,0.0147152911,0.0110897846,7.8,18.3,9003.053616,0.1579505287,0.086,0.329,7.8,0.2433
"Kansas, Rawlins",379,7,6.77830940988836,0.0448548812664908,2.2,22.135121604,0.0621,0.625,3.0,514,0.26,0.0,0.0071770335,0.0043859649,6.4,26.4,7816.9656729,0.1428264314,0.105,0.277,7.9,0.0838
"Kansas, Reno",10723,161,6.60870681081775,0.0384220833721906,47.9,22.132198114,0.7947,0.559,5.0,3178,0.86,0.21,0.0303647621,0.0087421,8.8,18.8,7271.2369112,0.1594905978,0.116,0.36,9.4,0.4258
"Kansas, Republic",863,14,11.3636363636364,0.0614136732329085,6.5,23.930374021,0.2092,0.543,3.7,2675,0.82,0.0,0.0066466552,0.0038593482,8.0,27.3,9052.4417345,0.1524727717,0.06,0.352,5.1,0.0984
"Kansas, Rice",1400,16,8.4985835694051,0.0578571428571429,12.9,70.583659401,0.2974,0.617,3.7,2496,0.33,0.1138,0.0128003357,0.0130101773,8.1,18.1,8035.3444226,0.166799166,0.134,0.371,6.6,0.5274
"Kansas, Riley",7588,55,1.7774039048614,0.0172641012124407,119.0,79.353295952,0.9532,0.666,5.0,1769,0.54,0.18,0.0627247195,0.0068518242,9.0,8.6,4804.3105292,0.1460924224,0.047,0.253,5.9,0.4503
"Kansas, Rooks",765,11,5.18651506084181,0.0339869281045752,5.5,71.156403877,0.0742,0.571,2.3,935,0.5,0.0,0.0067823658,0.0059844405,7.2,21.5,7015.9162055,0.1644803249,0.108,0.352,6.8,0.2793
"Kansas, Rush",491,15,2.26317491108956,0.0142566191446029,4.0,44.860310293,0.0258,0.548,3.0,2372,0.76,0.0138,0.0051729712,0.0100226317,7.5,24.1,10648.039319,0.1535660828,0.091,0.383,5.4,0.3006
"Kansas, Russell",1027,32,4.63298103373389,0.0311587147030185,7.3,28.403649056,0.1315,0.622,3.7,875,0.21,0.0,0.0131750398,0.0114376719,7.5,24.2,9037.9840008,0.1577499154,0.126,0.332,10.3,0.364
"Kansas, Saline",7982,168,4.26462748846529,0.029065397143573,79.0,140.93144792,0.4947,0.569,5.0,1853,0.54,0.31,0.0322236724,0.0077388283,8.5,16.6,8134.3082653,0.178542953,0.102,0.345,8.7,0.2717
"Kansas, Scott",688,27,1.22523994282214,0.0087209302325581,6.7,175.2093871,0.4527,0.591,3.7,933,0.22,0.0,0.0057177864,0.0130692261,7.0,16.3,6111.3115592,0.1549973641,0.1,0.39,5.4,0.2398
"Kansas, Sedgwick",77281,936,6.55949003810306,0.0435941563903159,539.1,181.28926061,0.4588,0.566,5.0,2893,0.63,0.24,0.0873488874,0.0133000524,10.0,13.6,8102.0964407,0.170320928,0.106,0.336,10.7,0.3943
"Kansas, Seward",4452,45,5.00459136822773,0.0244833782569632,36.7,21.743869189,0.8771,0.619,3.7,695,0.8,0.29,0.0407254362,0.0168044077,7.2,9.8,6440.7419515,0.1812135472,0.07,0.359,19.1,0.8006
"Kansas, Shawnee",24734,441,4.36622178153116,0.0313333872402361,345.0,200.59385499,0.7755,0.468,5.0,3449,0.86,0.34,0.0774821267,0.0141465586,9.6,17.1,8838.9475498,0.1775899367,0.113,0.367,6.8,0.2484
"Kansas, Sheridan",473,14,3.94788787998421,0.0211416490486258,2.8,45.650976193,0.0153,0.683,2.3,516,0.19,0.0,0.0043426767,0.0059218318,6.7,22.7,4128.1337227,0.1497767112,0.077,0.237,10.3,0.021
"Kansas, Sherman",763,13,1.01712154602475,0.0078636959370904,5.4,18.945699456,0.3569,0.616,3.7,862,0.19,0.0,0.0083064926,0.00661129,6.4,18.7,9138.2751352,0.1569117551,0.199,0.397,9.1,0.4656
"Kansas, Smith",341,3,8.88148764918124,0.093841642228739,4.1,20.294779168,0.0223,0.596,3.0,1312,0.4,0.0,0.0022203719,0.0038856508,7.3,27.4,7017.1883019,0.1603847318,0.084,0.374,8.6,0.1732
"Kansas, Stafford",527,14,8.61656294877932,0.0683111954459203,5.1,14.288130583,0.0605,0.608,3.0,1251,0.67,0.0,0.0031115366,0.0215414074,7.8,20.6,9844.4016991,0.1593025785,0.163,0.323,11.0,0.3484
"Kansas, Stanton",264,6,8.05234021137393,0.0606060606060606,3.1,12.948267171,0.1286,0.571,2.0,847,0.23,0.0,0.0060392552,0.0221439356,6.5,17.7,6491.0204723,0.1602806551,0.038,0.379,14.9,0.5137
"Kansas, Stevens",712,12,2.51843856808779,0.0196629213483146,7.7,67.978474965,0.5081,0.702,3.7,565,0.15,0.0,0.0055765425,0.0212268394,7.0,13.5,6660.3434288,0.1642286594,0.115,0.378,18.2,0.6726
"Kansas, Sumner",3041,59,7.0881892503044,0.0536007892140743,17.0,20.433250666,0.2404,0.629,4.0,1441,0.12,0.0,0.0115672291,0.0129587754,9.1,18.0,7788.6174438,0.1651688899,0.133,0.423,7.8,0.2678
"Kansas, Thomas",1311,21,5.83581895992738,0.034324942791762,7.7,5.2394967692,0.0952,0.633,3.7,862,0.46,0.0,0.0088185709,0.0107638439,6.6,15.9,6866.5409254,0.1574457967,0.049,0.334,8.4,0.1287
"Kansas, Trego",471,8,5.37056928034372,0.0318471337579618,3.0,14.872578367,0.0796,0.644,3.7,5494,0.31,0.0,0.007518797,0.0035803795,6.9,24.2,7205.0637103,0.1385481363,0.117,0.364,8.2,0.0226
"Kansas, Wabaunsee",877,18,2.31917669227424,0.0182440136830103,6.5,15.276689621,0.0427,0.584,3.0,1616,0.5125,0.09,0.0068125815,0.0086969126,8.9,18.8,6813.489551,0.1391754148,0.101,0.33,5.1,0.0701
"Kansas, Wallace",219,4,5.3226879574185,0.0365296803652968,1.6,35.643059265,0.0169,0.667,3.0,922,0.3375,0.0,0.005322688,0.0066533599,6.5,21.7,,0.1458543251,0.144,0.261,5.9,0.1341
"Kansas, Washington",711,15,5.90405904059041,0.0450070323488045,5.5,10.311364146,0.0735,0.538,3.0,832,0.09,0.0,0.0055350554,0.0053505535,8.4,24.2,5865.709843,0.1439813019,0.074,0.329,4.5,0.2564
"Kansas, Wichita",259,6,2.37529691211401,0.0193050193050193,3.3,84.020102732,0.2872,0.559,3.0,1133,0.4,0.0,0.0104513064,0.0104513064,6.8,21.3,6007.4238887,0.1350333712,0.116,0.362,6.3,0.1879
"Kansas, Wilson",1409,33,5.30871321407963,0.0326472675656494,15.1,15.385290927,0.6514,0.62,4.0,1185,0.21,0.0,0.0056549336,0.0173110214,9.7,20.6,9455.7597873,0.1809437455,0.187,0.397,7.0,0.4838
"Kansas, Woodson",361,9,4.39836632108074,0.038781163434903,5.2,34.744932488,0.0471,0.626,3.0,701,0.5175,0.005,0.0056550424,0.0160226202,9.2,23.3,6861.4111737,0.1832212382,0.102,0.382,13.1,0.8172
"Kansas, Wyandotte",27315,354,3.7925528054003,0.0229544206479956,1164.3,239.57102979,0.6686,0.532,5.0,2756,0.84,0.41,0.2190365585,0.0138394909,10.1,11.7,9625.6869721,0.2098008463,0.128,0.395,18.0,0.8828
"Kentucky, Adair",2943,68,11.1371324486079,0.072714916751614,41.9,47.198973583,0.9303,0.657,4.0,1958,0.42,0.0,0.0289357273,0.0028103044,10.4,17.6,10222.151891,0.226199734,0.175,0.409,5.4,0.8732
"Kentucky, Allen",3613,61,10.4156803333018,0.0608912261278716,52.1,8.3451364135,0.3674,0.631,4.3,1534,0.65,0.0,0.0115519364,0.0032193921,10.6,17.0,10941.398389,0.2217507484,0.12,0.375,7.0,0.7841
"Kentucky, Anderson",3030,39,15.1348012178441,0.113201320132013,84.7,50.285792931,0.0564,0.449,5.0,2603,0.6462,0.3188,0.0205621498,0.0024268632,10.9,15.0,10588.188352,0.191322716,0.149,0.369,3.5,0.565
"Kentucky, Ballard",619,17,2.6319087604963,0.0339256865912763,26.9,51.428721113,0.3556,0.681,3.0,1965,0.56,0.1325,0.0335881689,0.0031332247,11.1,20.0,8964.2846647,0.2045864029,0.16,0.364,7.6,0.621
"Kentucky, Barren",7658,120,11.6352770735241,0.0671193523113084,89.2,19.21595275,0.5164,0.599,5.0,2676,0.62,0.48,0.0405876494,0.003553966,10.8,17.0,8467.4712658,0.2239592423,0.116,0.337,6.7,0.8764
"Kentucky, Bath",1498,28,8.31785512396027,0.068758344459279,36.6,10.279985148,0.4699,0.522,4.0,3408,0.6275,0.2188,0.0138092546,0.0025034321,10.0,16.1,12221.102371,0.2300592844,0.124,0.419,5.6,0.8924
"Kentucky, Bell",5568,88,11.9688358613422,0.0571120689655172,84.8,62.702966378,0.9039,0.592,4.3,3742,0.85,0.36,0.0242387745,0.0025970116,9.7,18.1,13367.010295,0.2754840091,0.226,0.374,5.3,0.9873
"Kentucky, Boone",19098,178,8.2412778542267,0.0567598701434705,599.0,240.13412693,0.0977,0.368,5.0,2832,1.0,0.52,0.0342347548,0.0021287434,12.0,12.5,6677.022486,0.1765411866,0.107,0.358,4.3,0.0783
"Kentucky, Bourbon",2975,28,10.0079270709473,0.0678991596638655,66.4,67.879779945,0.1738,0.489,5.0,4103,0.85,0.36,0.0576694411,0.0040130797,10.5,18.2,9869.3823296,0.2042339115,0.107,0.303,5.8,0.6414
"Kentucky, Boyd",7850,96,9.2506350550381,0.0556687898089172,346.4,126.6145421,0.7657,0.609,5.0,5801,0.93,0.17,0.0280059272,0.0032811177,10.4,18.5,10873.439558,0.2158710532,0.153,0.405,6.0,0.7118
"Kentucky, Boyle",5130,80,7.57475083056478,0.0444444444444444,182.5,44.165905559,0.4155,0.459,5.0,4840,0.57,0.68,0.0772425249,0.002923588,10.5,18.2,9737.7723106,0.2016275966,0.146,0.285,4.6,0.4994
"Kentucky, Bracken",1028,8,9.95266415827164,0.0797665369649805,31.0,5.0337590278,0.4884,0.57,3.3,2505,0.8,0.3038,0.0064328195,0.0031557228,10.5,15.7,12200.179667,0.2100825514,0.098,0.317,5.0,0.7003
"Kentucky, Breathitt",1892,24,9.58667295300959,0.0644820295983087,27.7,24.950983372,0.9249,0.567,4.0,3603,0.96,0.21,0.0058148672,0.0018073236,9.7,15.7,15948.120217,0.2668442585,0.199,0.381,4.5,0.9908
"Kentucky, Breckinridge",2573,26,7.79870512065921,0.0617955693742713,30.1,17.953064959,0.7498,0.621,4.0,1734,0.48,0.0,0.0205022562,0.0051500883,11.8,18.7,9771.8584703,0.2229518945,0.127,0.246,7.1,0.8248
"Kentucky, Bullitt",11462,112,7.79582824507518,0.0551387192462049,218.2,79.957135253,0.064,0.568,5.0,2285,0.6575,0.3088,0.0117924237,0.0038362383,12.4,14.8,7926.3335162,0.1971522299,0.172,0.345,3.8,0.3548
"Kentucky, Butler",2232,29,9.23896022549327,0.0528673835125448,26.2,5.9144527381,0.6641,0.592,4.0,955,0.6462,0.2475,0.0054024428,0.0041497025,11.1,17.7,11567.465381,0.2293957039,0.132,0.313,7.5,0.8061
"Kentucky, Caldwell",2137,45,13.9205662603225,0.0828263921385119,34.8,8.6848966745,0.5138,0.554,4.0,3562,0.52,0.0,0.0546598506,0.0031458907,10.9,20.4,9761.7701927,0.1974068894,0.149,0.336,7.2,0.4561
"Kentucky, Calloway",4999,60,4.98275201226524,0.0390078015603121,97.6,67.770139052,0.8026,0.578,5.0,1903,0.81,0.1,0.0402708573,0.0031429667,10.7,16.6,7246.0522675,0.1939167467,0.096,0.33,5.4,0.6576
"Kentucky, Campbell",11759,90,6.35520439711439,0.0503444170422655,496.6,378.27444822,0.6778,0.342,5.0,3562,0.89,0.44,0.0284803332,0.0020289419,11.7,14.9,8892.0779563,0.1909263056,0.095,0.316,3.7,0.2672
"Kentucky, Carlisle",596,11,2.09599664640537,0.0167785234899329,19.8,16.900012446,0.178,0.643,2.3,1786,0.5438,0.1437,0.0140431775,0.0064975896,11.0,20.5,10566.395239,0.2221904221,0.106,0.27,5.7,0.7201
"Kentucky, Carroll",1750,23,10.0586756077117,0.0617142857142857,102.1,21.026065419,0.8621,0.564,4.3,2276,0.6,0.3475,0.0169507311,0.0043773866,11.1,15.0,12596.821544,0.2239797873,0.128,0.293,9.3,0.9121
"Kentucky, Carter",4329,53,9.99851873796475,0.0623700623700624,60.5,19.063975283,0.7991,0.6,4.0,5822,0.7075,0.3188,0.006184269,0.002555177,9.6,17.8,10941.674072,0.2266857811,0.152,0.396,8.0,0.9532
"Kentucky, Casey",2498,48,7.67875125881168,0.0488390712570056,31.5,16.126706187,0.5594,0.693,3.7,2543,0.89,0.29,0.0085599194,0.0045317221,10.4,19.8,12001.621176,0.2644768153,0.142,0.348,12.4,0.9666
"Kentucky, Christian",9829,121,10.0179989116937,0.0730491402991149,155.2,81.356623579,0.9306,0.709,5.0,2056,0.67,0.33,0.2141172859,0.0074088543,10.9,11.7,10557.795609,0.2347389332,0.106,0.341,8.7,0.8226
"Kentucky, Clark",4900,32,9.26922121989572,0.0685714285714286,137.5,93.941293036,0.4772,0.488,5.0,3185,0.74,0.4,0.0470909542,0.0024000662,10.4,17.2,10640.491122,0.1885119988,0.107,0.361,4.4,0.571
"Kentucky, Clay",4992,55,8.3063914449142,0.0334535256410256,38.7,18.91563438,0.9898,0.627,3.7,3583,0.45,0.92,0.0379010196,0.0022879881,9.8,14.3,13419.795325,0.2930991805,0.125,0.363,7.1,0.9965
"Kentucky, Clinton",1891,32,11.7577895355673,0.0634584875727129,53.8,6.5259890817,0.7125,0.661,4.0,959,0.43,0.0,0.0049970606,0.0028414658,9.7,18.8,9211.1649469,0.23363065,0.145,0.352,8.6,0.9312
"Kentucky, Crittenden",1069,33,11.2170499158721,0.0935453695042095,21.7,39.058424351,0.4419,0.651,3.3,749,0.84,0.0,0.0097588334,0.0041503085,11.1,20.0,10623.182177,0.2192792403,0.082,0.313,9.0,0.5889
"Kentucky, Cumberland",1033,15,10.9626069980478,0.0706679574056147,20.9,21.516121542,0.4632,0.622,3.0,2767,0.64,0.42,0.0291335035,0.0016518997,9.9,21.1,9517.3725893,0.2137402923,0.161,0.373,10.0,0.8385
"Kentucky, Daviess",16107,245,7.95220762778921,0.0499161855094058,218.3,178.80295042,0.7071,0.505,5.0,2577,0.68,0.56,0.0489891597,0.0016814369,12.2,16.4,8500.6450281,0.1734145221,0.123,0.313,4.8,0.4573
"Kentucky, Edmonson",1474,28,6.59931562652762,0.0549525101763908,32.1,11.763954551,0.588,0.666,3.0,988,0.69,0.2138,0.0189017435,0.0041551247,11.0,19.7,8582.3178322,0.2171038823,0.167,0.362,6.3,0.8911
"Kentucky, Elliott",1276,4,4.66169419286095,0.0274294670846395,29.1,15.770917323,0.6775,0.702,2.3,4071,0.7438,0.2725,0.0360948322,0.0031965903,9.4,18.4,11599.979269,0.2728170266,0.182,0.399,5.1,0.8691
"Kentucky, Estill",2080,12,12.255247217918,0.0836538461538461,47.0,23.234062378,0.6119,0.56,4.0,4785,0.71,0.0,0.0044372447,0.0030285956,9.8,18.2,14464.705368,0.2515535186,0.174,0.4,6.5,0.9885
"Kentucky, Fayette",49679,365,7.0665266539008,0.046055677449224,1249.9,481.34412162,0.7701,0.366,5.0,6488,0.82,0.52,0.1476465501,0.0028414355,10.8,12.6,7528.930619,0.1962875584,0.099,0.267,6.8,0.3841
"Kentucky, Fleming",2013,29,10.6707317073171,0.0765027322404372,34.3,7.2849914631,0.4989,0.557,4.0,2572,0.59,0.0,0.0138580931,0.0014550998,10.1,17.0,10775.218327,0.2211863337,0.128,0.34,9.1,0.807
"Kentucky, Floyd",6617,100,10.7127911842656,0.058032340940003,109.8,47.382165575,0.9048,0.505,4.3,4597,0.83,0.19,0.0105454038,0.0017296694,10.0,17.1,14451.871516,0.2481965808,0.168,0.413,4.8,0.9866
"Kentucky, Franklin",6541,74,6.57286234379612,0.0510625286653417,295.1,174.35327868,0.7332,0.307,5.0,2632,0.74,0.56,0.104004723,0.0037784119,11.0,16.8,10071.73732,0.1908310593,0.126,0.371,8.4,0.3898
"Kentucky, Fulton",706,16,5.55555555555556,0.0481586402266289,28.5,21.46276057,0.4839,0.51,4.0,2245,0.4988,0.24,0.2383986928,0.0047385621,10.9,19.8,12226.197725,0.2464168229,0.129,0.396,5.3,0.9271
"Kentucky, Gallatin",1154,37,7.2463768115942,0.0554592720970537,71.5,50.95863195,0.6813,0.619,5.0,1657,0.8575,0.4012,0.0142663043,0.0027173913,11.1,13.4,13620.126978,0.2113826854,0.138,0.304,8.7,0.7048
"Kentucky, Garrard",2614,42,14.1799544419134,0.095256312165264,54.2,40.19564175,0.148,0.566,4.3,5123,0.7275,0.2313,0.0198177677,0.0029612756,10.4,17.4,9618.227903,0.204146597,0.171,0.389,6.7,0.699
"Kentucky, Grant",3751,29,10.4693284503005,0.0701146360970408,76.1,88.051613758,0.6087,0.543,5.0,4180,0.87,0.0,0.0088770351,0.0026272839,10.9,13.3,11768.335751,0.2313007571,0.136,0.336,4.9,0.5975
"Kentucky, Graves",7014,118,6.86014417021733,0.0364984317080125,60.0,29.283491137,0.5801,0.611,5.0,2297,0.66,0.29,0.0407589034,0.0050915133,11.0,17.9,9211.1550448,0.2213156973,0.12,0.35,5.7,0.7678
"Kentucky, Grayson",4364,76,15.7288856806352,0.0948670944087993,47.5,10.326304289,0.5501,0.565,4.0,2286,0.69,0.19,0.0117016831,0.0026214809,11.3,16.8,11886.493927,0.2425628987,0.147,0.374,5.0,0.7946
"Kentucky, Green",2094,23,17.4676441306906,0.0921680993314231,31.1,17.458480625,0.3238,0.625,4.0,5255,0.83,0.32,0.020092316,0.0042537786,10.7,19.8,8796.0201204,0.2110902975,0.121,0.346,5.7,0.6949
"Kentucky, Greenup",5981,74,10.7746399001928,0.0635345259989968,87.8,79.048453871,0.1544,0.566,5.0,4653,0.8,0.3475,0.0077407281,0.0035159351,10.4,20.1,9398.3838009,0.2024295715,0.18,0.404,4.9,0.6217
"Kentucky, Hancock",1328,16,6.39415391641927,0.0421686746987952,51.1,16.765731398,0.127,0.471,4.0,1731,0.5538,0.1675,0.014272665,0.0035396209,12.1,16.6,8006.6341779,0.213141852,0.16,0.308,3.0,0.5946
"Kentucky, Hardin",17077,234,10.022110261336,0.0647654740293963,188.9,106.04371771,0.6625,0.448,5.0,2008,0.6,0.59,0.1210355576,0.0046485918,11.8,13.2,8104.2916673,0.2119897401,0.132,0.378,4.6,0.4185
"Kentucky, Harlan",5041,119,18.6678783747965,0.0977980559412815,67.3,34.348404336,0.8873,0.613,3.7,5817,0.74,0.32,0.0201825135,0.0025370139,9.6,17.3,14335.991989,0.2670855187,0.18,0.324,5.8,0.9889
"Kentucky, Harrison",3033,30,14.2187666418149,0.0880316518298714,53.2,4.0810428886,0.5575,0.574,5.0,6613,0.72,0.35,0.0191181169,0.0029822132,10.5,17.6,10750.601475,0.2002531707,0.1,0.358,6.3,0.6631
"Kentucky, Hart",3361,60,9.94393314291759,0.0559357334126748,41.2,12.0834709,0.6479,0.693,4.0,1229,0.88,0.0,0.0453824183,0.0024859833,11.0,16.3,9405.2887675,0.2303942561,0.075,0.307,6.9,0.9048
"Kentucky, Henderson",7634,94,6.31703625715602,0.0377259627980089,94.8,193.23084784,0.7714,0.562,5.0,1135,0.63,0.27,0.0806957514,0.0033120572,12.0,16.8,9445.3212868,0.2149657937,0.166,0.358,4.7,0.5796
"Kentucky, Henry",2407,23,10.6171613063455,0.0710427918570835,43.6,33.973769057,0.2391,0.489,5.0,3051,0.6488,0.3025,0.0284986961,0.0036011424,11.2,16.4,8931.9001416,0.2079678682,0.104,0.287,8.6,0.679
"Kentucky, Hickman",529,18,4.29767021035965,0.0359168241965974,18.1,20.744001094,0.496,0.679,3.0,2968,0.445,0.2013,0.0945487446,0.002714318,10.7,23.9,7989.8113131,0.2249380453,0.133,0.296,4.6,0.6994
"Kentucky, Hopkins",7558,184,10.5174403124168,0.062715003969304,82.2,30.981282821,0.433,0.541,5.0,1768,0.69,0.58,0.0664995118,0.0029510961,11.6,17.4,10402.172443,0.2044477119,0.148,0.359,6.7,0.6535
"Kentucky, Jackson",2441,47,11.1590537122452,0.0614502253174928,35.6,8.3396411429,0.3276,0.698,3.0,2491,0.65,0.3862,0.003124535,0.0023062044,9.8,16.2,11764.508413,0.2650872282,0.175,0.435,4.6,0.9828
"Kentucky, Jefferson",113858,1522,8.88494348599706,0.060127527270811,2172.1,697.75405449,0.7128,0.407,5.0,2637,0.88,0.48,0.217707072,0.0019856797,12.9,15.3,9908.826528,0.198269563,0.121,0.322,5.2,0.3812
"Kentucky, Jessamine",7702,87,9.58827893175074,0.0671254219683199,282.9,73.627547669,0.2703,0.496,5.0,5182,0.765,0.2975,0.0427299703,0.003041543,10.8,14.4,8622.2099422,0.202406048,0.122,0.336,5.8,0.5471
"Kentucky, Johnson",3562,45,9.64888769766818,0.0606400898371701,90.4,13.717207936,0.9459,0.576,5.0,4101,1.0,0.49,0.0044224069,0.0019655142,9.8,17.2,12365.782555,0.2200653314,0.179,0.436,4.4,0.9264
"Kentucky, Kenton",22332,241,7.81085329206087,0.05807809421458,922.7,583.24330907,0.4343,0.386,5.0,3643,0.99,0.45,0.0471963433,0.002420943,12.2,13.6,9674.9765149,0.2100643326,0.111,0.332,5.6,0.2879
"Kentucky, Knott",2259,34,13.7511569483009,0.0920761398849048,42.6,8.1312200635,0.9876,0.584,4.0,5228,0.8525,0.3525,0.0093216977,0.0016527833,9.7,16.9,14323.450773,0.2495956767,0.168,0.411,6.1,0.9904
"Kentucky, Knox",6907,49,18.975210835676,0.0859997104386854,82.9,66.372482749,0.8173,0.688,5.0,1949,0.68,0.6,0.0121390238,0.0027472527,9.9,17.0,12635.068648,0.2805771658,0.125,0.394,5.2,0.9653
"Kentucky, Larue",2308,39,6.29062696582093,0.0389948006932409,44.8,33.676005701,0.1515,0.591,4.3,993,0.6812,0.2862,0.0297057384,0.0035646886,11.2,17.3,7734.9287998,0.2133617304,0.102,0.361,4.2,0.7131
"Kentucky, Laurel",12637,111,6.65908454070448,0.0319696130410699,142.7,85.867408155,0.7447,0.638,5.0,1763,0.85,0.74,0.0071041224,0.0036591999,10.0,15.7,10370.009506,0.2145202018,0.158,0.391,6.5,0.9067
"Kentucky, Lawrence",2418,37,14.4499389891465,0.0930521091811414,34.6,22.276990042,0.5727,0.613,3.7,2912,0.75,0.88,0.0038533171,0.0017339927,9.9,16.9,11900.651327,0.2297247082,0.198,0.397,8.6,0.9729
"Kentucky, Lee",1680,29,5.97184700696716,0.025,32.5,17.978097783,0.7997,0.573,3.3,2634,0.6587,0.3425,0.0214702119,0.0055452865,9.6,17.3,15122.866748,0.2661471406,0.116,0.398,2.7,0.9796
"Kentucky, Leslie",2047,15,17.9434092477571,0.0889106008793356,26.5,7.1977559588,0.8911,0.552,2.3,7178,0.43,0.0,0.0036478359,0.0018732131,9.5,16.8,12967.637521,0.2568166175,0.158,0.414,4.5,0.9933
"Kentucky, Letcher",3641,58,18.5853235307548,0.11178247734139,72.2,45.410207529,0.8131,0.54,3.7,6236,0.98,0.5,0.0059363441,0.0019178958,9.5,17.9,13612.001714,0.2600692573,0.194,0.389,4.8,0.985
"Kentucky, Lewis",2249,54,10.4095949309799,0.0613606047132059,25.4,15.835887632,0.3986,0.677,3.7,2478,0.6425,0.2238,0.0037715924,0.0028664102,10.0,17.7,14194.027326,0.2518728124,0.135,0.433,5.1,0.9404
"Kentucky, Lincoln",4036,74,16.7992209056971,0.102576808721506,60.8,39.624784569,0.4623,0.63,4.3,4302,1.0,0.0,0.0220337608,0.0022317806,10.3,17.4,11302.001142,0.2306488204,0.171,0.38,9.2,0.9061
"Kentucky, Livingston",1306,40,13.7416143691842,0.0972434915773354,24.1,7.5943667361,0.2079,0.569,3.0,1806,0.74,0.0,0.0054100844,0.0049772776,11.1,20.4,11396.276483,0.1992290794,0.094,0.323,4.0,0.5191
"Kentucky, Logan",4893,77,9.78176294045722,0.0539546290619252,46.3,18.313278651,0.2534,0.542,4.3,2332,0.56,0.64,0.0627292601,0.0048538293,11.0,17.8,9106.5953989,0.2222617072,0.087,0.384,7.1,0.6955
"Kentucky, Lyon",1871,25,8.24072917967287,0.0352752538749332,27.1,50.197578668,0.4906,0.474,4.3,1328,0.5675,0.0538,0.051067549,0.0039955051,10.9,24.7,8562.7304688,0.1893121696,0.117,0.265,6.0,0.3876
"Kentucky, McCracken",9634,160,5.52443913935053,0.0374714552626116,292.2,183.28624468,0.5473,0.509,5.0,2794,0.73,0.21,0.1075505769,0.0038257889,11.1,19.0,8646.0266554,0.2105077993,0.115,0.3,6.1,0.3178
"Kentucky, McCreary",3191,45,18.8419117647059,0.102789094327797,38.5,24.694475703,0.9144,0.636,3.7,3540,0.5812,0.3338,0.0535386029,0.0074678309,9.6,15.0,13012.639642,0.318776999,0.143,0.398,4.6,0.9978
"Kentucky, McLean",1379,36,9.29528750540424,0.0623640319071791,31.4,18.355261196,0.2251,0.552,4.0,1998,0.6438,0.2788,0.0083225249,0.0035667964,11.8,18.9,11446.554706,0.2058792239,0.185,0.377,6.5,0.6768
"Kentucky, Madison",14979,144,11.8980599341763,0.0733693838039923,202.2,236.0891738,0.5899,0.551,5.0,3805,0.68,0.22,0.0440520527,0.0034319245,10.1,13.1,8838.6182612,0.1881744987,0.103,0.352,5.0,0.6946
"Kentucky, Magoffin",2082,18,18.0391522407377,0.107108549471662,43.4,18.853513233,0.8879,0.567,3.7,3470,0.7812,0.4288,0.0023458987,0.0033975085,9.7,16.0,12154.205352,0.2530576641,0.161,0.366,4.6,0.9869
"Kentucky, Marion",3736,40,10.7194392908679,0.0556745182012848,59.0,6.518977141,0.8379,0.52,4.3,3533,0.47,0.34,0.0677695321,0.0021645022,10.9,16.2,9326.5631835,0.2330720998,0.129,0.369,4.7,0.9124
"Kentucky, Marshall",4832,75,6.41210605623417,0.0413907284768212,91.5,49.748144335,0.4263,0.522,5.0,1839,0.33,0.0,0.0046167164,0.002596903,11.1,21.4,10002.773808,0.190526559,0.107,0.382,4.6,0.4013
"Kentucky, Martin",1771,33,12.4525302481674,0.0796160361377753,49.3,7.7363140068,0.9799,0.546,3.3,2573,0.7362,0.4612,0.065265389,0.0041508434,9.8,14.9,12927.094182,0.2528783013,0.155,0.405,6.2,0.9901
