name,Cases,Deaths,Sick,Spread,DaytimePopDensity,Traffic,SVIHousing,Vaccines,DistancingGrade,Testing,PctBeds,PctVentilators,PctBlack,PctNative,AirPollution,PctGE65,PrematureDeath,Smoking,Diabetes,Obesity,PctNoIns,SVISocioeconomic
"Arkansas, Carroll",4202,67,2.16135775785707,0.0145168967158496,43.6,48.577650616,0.524,0.615,4.0,888,0.19,0.0,0.0054919746,0.0131807391,9.4,21.9,10665.069876,0.1837273365,0.085,0.277,11.1,0.5506
"Arkansas, Chicot",1993,44,4.79018969151178,0.0250878073256397,16.3,46.91200171,0.9863,0.52,3.3,376,0.39,0.0,0.5341061506,0.0046943859,10.0,19.5,13048.032258,0.2310340952,0.097,0.388,9.3,0.9363
"Arkansas, Clark",3133,51,3.94361089705816,0.027768911586339,25.1,127.76573981,0.9764,0.567,5.0,1263,0.35,0.0,0.2411042111,0.006527356,10.1,16.1,9843.2491694,0.1933947371,0.148,0.269,8.5,0.5443
"Arkansas, Clay",2625,60,6.80272108843537,0.0384761904761905,22.0,53.995227977,0.2935,0.597,4.0,783,0.82,0.0,0.0074762578,0.0051188792,10.8,20.8,11223.092248,0.2033319098,0.154,0.426,6.5,0.8029
"Arkansas, Cleburne",3570,88,4.96695373522932,0.034733893557423,41.6,8.2803817401,0.0895,0.609,4.3,863,0.31,0.0,0.0036451031,0.0074504306,10.1,26.5,10497.199191,0.1740939805,0.117,0.366,8.2,0.5102
"Arkansas, Cleveland",1356,32,3.24270391618858,0.0191740412979351,11.5,8.0250150691,0.2038,0.539,3.0,327,0.555,0.045,0.1146171115,0.0051134946,9.8,20.1,11272.989757,0.1903855979,0.171,0.355,5.5,0.6401
"Arkansas, Columbia",3305,66,2.59166418829927,0.0184568835098336,31.2,26.943437034,0.9538,0.592,4.0,469,0.39,0.25,0.3534435145,0.0059480817,9.8,16.9,8842.1078485,0.2047642494,0.163,0.364,7.1,0.8978
"Arkansas, Conway",3093,42,3.44646019817146,0.023278370514064,36.1,63.108707046,0.5393,0.526,4.3,739,0.27,0.0,0.113110909,0.008759753,10.2,18.8,10156.777349,0.1900093382,0.185,0.368,6.8,0.6847
"Arkansas, Craighead",20933,238,7.02850089353157,0.0364496249940286,162.9,125.16399641,0.9058,0.625,5.0,2917,0.92,0.22,0.160292194,0.0054072477,10.8,13.3,8225.8015386,0.2076292084,0.139,0.382,8.8,0.5662
"Arkansas, Crawford",10384,165,5.14146926158408,0.0313944530046225,95.0,161.19399498,0.2951,0.603,5.0,888,0.05,0.0,0.0140365265,0.0255811753,10.3,16.1,9076.6882984,0.1900417714,0.15,0.352,8.1,0.6121
"Arkansas, Crittenden",8555,124,5.81275081709487,0.0328462887200468,69.9,248.02981373,0.8504,0.637,5.0,999,0.11,0.0,0.5366141244,0.003847586,10.1,13.3,12729.526852,0.23311338,0.196,0.413,8.4,0.893
"Arkansas, Cross",2849,59,6.71623890621252,0.0393120393120393,26.4,103.95854688,0.4432,0.553,4.3,487,0.47,0.0,0.2272127609,0.0041376829,10.2,18.0,12126.283771,0.2048800941,0.169,0.389,7.7,0.6809
"Arkansas, Dallas",1122,18,0.974658869395711,0.0062388591800356,12.2,85.39780124,0.7421,0.498,3.7,157,0.21,0.0,0.4121414648,0.0062656642,9.9,21.3,10401.357108,0.1921190612,0.077,0.385,6.5,0.6662
"Arkansas, Desha",1842,29,5.03822098679639,0.0314875135722041,16.8,70.739118581,0.375,0.492,4.0,519,0.37,0.0,0.4689020153,0.0042564281,10.0,18.1,13312.826,0.2425184846,0.138,0.379,6.3,0.9726
"Arkansas, Drew",2811,54,5.29244871235268,0.0345072927783707,21.6,69.636845371,0.9456,0.579,3.7,593,0.49,0.0,0.2784810127,0.005510694,9.8,16.7,11207.960123,0.2083169978,0.194,0.408,5.5,0.7424
"Arkansas, Faulkner",19059,214,3.5174590965178,0.0230337373419382,169.0,125.72258627,0.7568,0.574,5.0,1155,0.84,0.45,0.1200182684,0.0067945451,10.6,11.8,7859.0470356,0.2053501532,0.096,0.352,8.8,0.4334
"Arkansas, Franklin",2666,52,3.76193149915778,0.0251312828207052,27.9,37.770868135,0.5495,0.569,4.3,316,0.24,0.0,0.0088714206,0.014317799,9.8,18.9,12539.556948,0.2115018395,0.131,0.34,5.5,0.7041
"Arkansas, Fulton",1654,55,2.52669329203684,0.0187424425634825,17.3,38.661277702,0.4642,0.718,4.0,297,0.36,0.0,0.0063574863,0.0078245986,9.7,25.3,11065.247878,0.2001211507,0.139,0.277,12.1,0.8551
"Arkansas, Garland",15656,374,3.02559654678581,0.0191619826264691,135.6,188.39782278,0.8313,0.605,5.0,455,0.77,0.61,0.0853117373,0.0076245033,9.9,22.8,11022.944828,0.1941584472,0.151,0.295,10.5,0.6376
"Arkansas, Grant",2832,47,2.96899054321531,0.0190677966101695,23.4,54.445212955,0.2566,0.601,5.0,312,0.5375,0.1838,0.0267758962,0.0052232241,10.0,17.2,8195.8458061,0.1822224582,0.166,0.357,4.8,0.5051
"Arkansas, Greene",9742,116,9.61941533370105,0.0447546704988709,77.0,106.99447927,0.3843,0.625,5.0,1502,0.6,0.2,0.0178268064,0.0061114175,10.8,15.6,10790.047092,0.1962221677,0.146,0.364,7.7,0.7016
"Arkansas, Hempstead",2852,26,3.40370728117382,0.0259467040673212,30.7,47.732149899,0.6861,0.716,4.3,144,0.25,0.0,0.2963525137,0.0069913987,10.1,17.6,9327.654825,0.2217665818,0.184,0.291,9.1,0.8382
"Arkansas, Hot Spring",7397,105,2.70021661078306,0.0123022847100176,47.6,57.209045515,0.8462,0.621,5.0,1143,0.56,0.0,0.1113913534,0.0064389781,10.2,18.3,11697.110546,0.2033352685,0.178,0.361,7.1,0.7984
"Arkansas, Howard",2338,30,4.64732778652275,0.0265183917878529,26.2,41.980221844,0.6581,0.542,4.0,1363,0.71,0.0,0.2053069485,0.0156659921,10.0,17.5,10576.887689,0.2185560495,0.129,0.445,8.6,0.7443
"Arkansas, Independence",6049,152,8.97075216306598,0.0558770044635477,51.7,70.285879284,0.6326,0.652,5.0,1092,1.0,0.19,0.0220287701,0.0081214502,10.2,17.2,9088.7589617,0.19872211,0.138,0.286,8.7,0.6344
"Arkansas, Izard",2399,55,6.69462223203119,0.0379324718632764,22.0,19.272506039,0.4629,0.671,3.7,426,0.33,0.0,0.0206724049,0.0086073714,9.8,24.9,11560.772389,0.1966108929,0.131,0.345,6.2,0.8328
"Arkansas, Jackson",4048,42,6.36488013800488,0.0264328063241107,24.8,21.786695873,0.7084,0.668,3.7,813,0.5975,0.1238,0.1749449765,0.0072571531,10.2,17.3,11656.854031,0.2209812435,0.238,0.43,7.7,0.8968
"Arkansas, Jefferson",12222,225,2.17282790615732,0.0121093110783832,80.9,93.505251671,0.9812,0.643,5.0,1383,0.65,0.22,0.5676953343,0.0041547993,10.4,16.3,12661.118655,0.2133182297,0.159,0.408,6.8,0.8803
"Arkansas, Johnson",4465,56,5.16042180839129,0.0309070548712206,39.5,64.006236108,0.7625,0.58,5.0,350,0.77,0.04,0.016677885,0.011704435,9.8,16.0,9636.5670427,0.2075246524,0.129,0.395,11.1,0.7838
"Arkansas, Lafayette",821,13,3.59173900029931,0.0292326431181486,12.5,42.457391891,0.6367,0.659,3.0,876,0.5138,0.09,0.3590242442,0.0056869201,9.7,22.8,10166.591113,0.2014548405,0.29,0.462,8.2,0.7271
"Arkansas, Lawrence",3160,53,6.93683826213947,0.0360759493670886,27.6,32.2152993,0.5613,0.608,4.0,847,0.6175,0.0762,0.0118047949,0.0059023975,10.4,19.2,11413.883355,0.1939464182,0.093,0.323,6.6,0.7978
"Arkansas, Lee",2053,47,5.89872008903728,0.025815879201169,12.7,48.938624148,0.9077,0.713,3.3,1513,0.415,0.135,0.538786867,0.0058987201,10.1,18.4,10547.999744,0.2477022901,0.164,0.394,7.2,0.9898
"Arkansas, Lincoln",3621,55,0.971381603526862,0.0035901684617509,16.9,28.909434797,0.9873,0.695,4.0,875,0.5525,0.0762,0.3025480087,0.005305238,10.0,14.6,9839.7588972,0.2246742069,0.155,0.326,7.4,0.7277
"Arkansas, Little River",1956,47,6.73373357131267,0.0424335378323108,21.2,51.841150638,0.4187,0.736,4.0,1118,0.17,0.0,0.1960895668,0.0166315106,10.1,20.4,10228.892193,0.2106474717,0.208,0.378,6.2,0.6643
"Arkansas, Logan",3475,36,5.24451396236831,0.0328057553956835,28.4,54.188050174,0.4763,0.594,4.0,256,0.4,0.0,0.0141233841,0.0115931361,9.9,19.2,9882.1879139,0.2039945618,0.18,0.328,6.6,0.8475
"Arkansas, Lonoke",11662,171,4.01862687864018,0.0253815812039101,70.1,56.378931857,0.2334,0.584,5.0,262,0.585,0.2425,0.0623294459,0.0070869028,10.7,12.8,9809.0341076,0.1858597272,0.128,0.43,7.6,0.3634
"Arkansas, Madison",2417,36,4.00461137066926,0.0273065784029789,17.1,11.180431103,0.3792,0.627,4.0,217,0.4988,0.1,0.0041259632,0.0169285844,9.2,18.4,12677.619359,0.2081386831,0.121,0.347,10.3,0.7564
"Arkansas, Marion",2094,55,4.42530797751465,0.0353390639923591,25.9,14.808921452,0.311,0.689,4.0,2258,0.4688,0.0475,0.0053223299,0.0094486305,9.4,27.4,10926.865559,0.1992201061,0.17,0.288,5.7,0.8318
"Arkansas, Miller",6244,47,5.84969719214535,0.0408392056374119,62.3,168.40802724,0.9822,0.875,5.0,571,0.56,0.1412,0.2484400807,0.008418976,10.1,16.0,11702.840158,0.214787182,0.123,0.343,9.4,0.8051
"Arkansas, Mississippi",8014,130,7.95363612114746,0.0409283753431495,53.8,65.742723806,0.7574,0.655,4.3,502,0.53,0.0,0.3542035452,0.0044860448,10.7,14.1,13687.333206,0.2364471247,0.173,0.409,7.4,0.9369
"Arkansas, Monroe",1173,22,3.47826086956522,0.020460358056266,12.4,76.45372658,0.4244,0.521,4.0,552,0.4825,0.1575,0.3960869565,0.0069565217,10.1,22.4,19434.797962,0.2224046123,0.172,0.385,8.9,0.9003
"Arkansas, Montgomery",1106,41,2.12909009412819,0.0171790235081374,10.9,23.137403493,0.5091,0.673,3.7,56,0.5362,0.11,0.0045943523,0.0133348274,9.5,26.6,7411.6517913,0.1847042663,0.188,0.29,10.2,0.7943
"Arkansas, Nevada",1310,30,9.1280326687485,0.0580152671755725,13.2,21.118826702,0.8227,0.654,4.0,1830,0.4963,0.0488,0.3068700456,0.0040835936,10.0,19.9,10608.889699,0.2128582266,0.141,0.356,9.4,0.799
"Arkansas, Newton",1150,34,3.07495195387572,0.0208695652173913,8.8,15.190784911,0.1506,0.71,3.0,258,0.4963,0.0538,0.0051249199,0.0128122998,8.9,24.6,9295.9933472,0.1900781447,0.109,0.32,5.0,0.5739
"Arkansas, Ouachita",3361,76,2.11810556638143,0.0148765248437965,32.2,30.984247611,0.6816,0.53,4.0,150,0.5,0.0,0.398034398,0.0046598322,9.9,19.1,10901.718611,0.2284547864,0.151,0.381,7.1,0.8366
"Arkansas, Perry",1470,20,4.63678516228748,0.0326530612244898,14.0,23.383036184,0.6406,0.537,4.0,115,0.6125,0.2325,0.0202859351,0.0096599691,10.0,19.0,8988.6262552,0.1891697361,0.149,0.333,5.1,0.7831
"Arkansas, Phillips",3120,71,2.9951744411781,0.0173076923076923,27.0,47.122713953,0.362,0.575,3.7,1457,0.36,0.0,0.6143990238,0.0036053026,10.2,17.6,14527.699697,0.2435440722,0.187,0.428,8.4,0.9761
"Arkansas, Pike",1648,35,3.27930291389487,0.0212378640776699,17.3,46.126110955,0.4572,0.631,4.0,429,0.4725,0.11,0.0327930291,0.0115244074,9.8,20.1,7648.6221257,0.2006153685,0.143,0.336,9.1,0.6471
"Arkansas, Poinsett",4774,98,7.0493034120297,0.0354000837871806,28.0,50.678286802,0.5785,0.622,4.3,680,0.525,0.0625,0.0821306415,0.0040877617,10.5,17.5,13236.952446,0.2181181141,0.209,0.417,11.3,0.8519
"Arkansas, Polk",2877,101,3.19217916105541,0.0222453945081682,23.9,47.302929272,0.646,0.7,4.0,511,0.67,0.27,0.0051872911,0.0211980647,9.4,22.2,8879.6352119,0.2048396333,0.131,0.336,10.5,0.9029
"Arkansas, Pope",11671,150,4.546875,0.0249335960928798,79.7,102.81845487,0.7437,0.565,5.0,874,0.67,0.16,0.031703125,0.0095,10.2,15.1,8349.3087099,0.1938562868,0.111,0.344,8.6,0.7522
"Arkansas, Prairie",1271,29,1.98166955660144,0.012588512981904,10.4,20.309337116,0.695,0.626,3.3,136,0.575,0.2313,0.1171662125,0.0042110478,10.2,22.9,10020.276129,0.185468038,0.148,0.444,7.8,0.708
"Arkansas, Pulaski",57606,880,2.64592034226342,0.018036315661563,586.5,301.09458541,0.631,0.505,5.0,2723,0.78,0.47,0.3720561271,0.0045023938,10.8,14.5,9585.9652792,0.1818088941,0.119,0.332,7.9,0.3889
"Arkansas, Randolph",3181,51,10.5304212168487,0.059415278214398,25.5,23.181945377,0.4858,0.658,4.3,251,0.44,0.0,0.0099175396,0.0061288166,10.2,19.8,12389.908806,0.2048611877,0.188,0.35,7.3,0.6898
"Arkansas, St. Francis",4688,60,5.34612209599434,0.0290102389078498,38.2,29.253052473,0.9908,0.572,4.3,1412,0.31,0.08,0.5228586029,0.0078619443,10.2,15.2,11658.675784,0.2412771764,0.183,0.429,8.6,0.9462
"Arkansas, Saline",18136,237,3.22843659663485,0.0216144684605205,125.2,115.56044797,0.3257,0.571,5.0,507,0.48,0.17,0.0788908014,0.0062756854,10.6,17.2,8220.1882369,0.1649051872,0.127,0.302,6.0,0.1844
"Arkansas, Scott",1668,25,9.01250121135769,0.0557553956834532,12.5,18.894057563,0.5731,0.598,4.0,1848,0.3,0.0,0.0059114255,0.0270375036,9.4,19.9,12623.695743,0.20044697,0.182,0.384,10.0,0.9608
"Arkansas, Searcy",1233,24,3.7697914048756,0.024330900243309,10.7,29.019390884,0.2623,0.652,3.0,114,0.44,0.0525,0.0037697914,0.0157074642,9.3,24.8,10573.299252,0.1992464737,0.163,0.323,6.5,0.6666
"Arkansas, Sebastian",21683,347,4.7826665518618,0.0281787575519993,270.6,193.67410751,0.6998,0.577,5.0,1223,0.86,0.45,0.0659475707,0.0240777125,10.6,15.2,9227.6523077,0.2164901995,0.124,0.311,10.4,0.672
"Arkansas, Sevier",3714,36,7.118268277029,0.0328486806677437,26.9,52.713732427,0.3432,0.628,4.0,400,0.5638,0.0938,0.0367582706,0.0332574829,9.9,14.1,9175.4758567,0.1956147979,0.144,0.333,16.8,0.8341
"Arkansas, Sharp",2720,62,8.2344811701025,0.0525735294117647,27.0,37.322736398,0.3365,0.661,4.0,355,0.5225,0.0513,0.008292065,0.0100195785,10.0,25.7,11446.507973,0.2108887981,0.195,0.378,6.3,0.764
"Arkansas, Stone",1617,40,4.81656899735089,0.0371057513914657,21.1,16.139278383,0.192,0.673,4.0,200,0.41,0.0,0.0036927029,0.0093120334,9.6,26.4,11002.307183,0.2045945154,0.212,0.389,7.6,0.8752
"Arkansas, Union",5534,128,5.87844400143127,0.0415612576797976,40.5,70.514204189,0.503,0.59,5.0,615,1.0,0.14,0.3263303174,0.0054439503,9.8,16.9,12070.751567,0.1992321164,0.136,0.346,7.5,0.7646
"Arkansas, Van Buren",2121,37,7.52875986267542,0.0589344648750589,23.5,28.112284343,0.7342,0.619,4.0,254,0.38,0.0,0.0060230079,0.0099981931,9.8,25.3,9814.6571344,0.1899563214,0.154,0.372,9.6,0.7892
"Arkansas, Washington",43527,455,4.09772072197535,0.0223079927401383,250.4,178.7460088,0.8825,0.536,5.0,1121,0.81,0.42,0.0337566097,0.0155721828,9.9,11.1,6999.6936662,0.1897260097,0.089,0.298,11.6,0.5108
"Arkansas, White",12798,182,3.91225373759955,0.0240662603531802,74.5,69.602736827,0.8523,0.606,5.0,484,0.73,0.3,0.0445590458,0.0065542952,10.5,15.8,9374.0162595,0.1934556732,0.134,0.314,8.3,0.6717
"Arkansas, Woodruff",1066,23,3.6979969183359,0.0225140712945591,11.0,23.868656732,0.4836,0.493,3.0,47,0.59,0.14,0.2593220339,0.0057010786,10.1,22.3,12034.625501,0.2144540376,0.268,0.421,6.0,0.9315
"Arkansas, Yell",4532,76,5.1079637798932,0.0242718446601942,20.9,67.953850145,0.5521,0.579,3.7,900,0.53,0.0,0.0156025075,0.010866032,10.1,17.0,11024.784941,0.2080752636,0.141,0.377,7.9,0.7494
"California, Alameda",115741,1346,1.19633802969006,0.017228121409008,2147.5,1620.6797066,0.916,0.303,5.0,5035,0.6,0.26,0.1029054695,0.0107832414,10.4,13.1,4408.5910489,0.0973271034,0.069,0.194,4.4,0.2548
"California, Alpine",102,0,1.81653042688465,0.0196078431372549,2.0,4.8948196451,0.7055,0.406,4.0,0,0.6312,0.2788,0.0009082652,0.2388737511,5.6,25.6,32794.17792,0.1445512374,0.067,0.23,8.9,0.6672
"California, Amador",5159,61,7.03349160805424,0.0536925760806358,60.5,50.4993426,0.751,0.528,4.0,0,0.64,0.6,0.0251123581,0.0231825915,8.9,26.3,6363.8656948,0.1083218967,0.138,0.297,4.7,0.3901
"California, Butte",19066,244,3.6539592486249,0.0443197314591419,127.6,240.57942353,0.9484,0.542,5.0,2820,0.86,0.59,0.0153336562,0.0247690871,8.9,17.7,7784.4961042,0.1376832727,0.098,0.272,6.2,0.6583
"California, Calaveras",3632,73,4.40770141660453,0.05534140969163,40.8,17.59655406,0.063,0.48,4.0,0,0.18,0.03,0.0082452524,0.0193851147,9.0,27.0,7345.8857981,0.1095193564,0.117,0.305,4.4,0.314
"California, Colusa",2412,18,1.66458593424886,0.0149253731343284,19.7,152.92216792,0.4228,0.501,3.7,0,0.64,0.0,0.0095713691,0.0277430989,8.7,13.8,6556.2787052,0.1221725592,0.21,0.405,9.8,0.5898
"California, Contra Costa",95888,936,1.57361884517242,0.0188761888870349,1328.9,1015.8096979,0.4795,0.305,5.0,3988,0.83,0.29,0.0873010698,0.0101772277,11.6,15.0,4623.5095352,0.0994058713,0.088,0.24,5.1,0.2478
"California, Del Norte",3483,35,3.80911312347276,0.0304335343095033,25.9,57.394244118,0.9968,0.642,4.0,0,0.63,0.04,0.032916487,0.0932154664,8.5,16.7,8954.9014012,0.151322448,0.102,0.344,6.5,0.8787
"California, El Dorado",15014,136,2.32328847585983,0.0295057945917144,97.2,113.89489814,0.2209,0.451,5.0,2650,0.83,0.1,0.0088998206,0.0133313754,9.3,19.7,5164.5473544,0.1122036068,0.082,0.225,4.6,0.171
"California, Fresno",129365,1977,3.63535800482703,0.0279441889228153,165.7,335.74169988,0.844,0.501,5.0,3282,0.91,0.3,0.0463907884,0.0297023331,15.3,11.7,7006.6159427,0.1335890782,0.108,0.314,8.3,0.9242
"California, Glenn",3266,25,4.92031233286983,0.0422535211267606,20.8,132.19481628,0.4871,0.542,3.7,0,0.42,0.0,0.0084144472,0.0315898314,9.1,15.4,7364.3106766,0.1318078902,0.097,0.323,8.6,0.8646
"California, Humboldt",8350,65,2.94046475475351,0.0480239520958084,39.4,280.51409056,0.9042,0.432,4.0,3427,0.76,0.1,0.0120991692,0.063164996,8.8,16.7,8994.0565643,0.1446850837,0.089,0.29,8.2,0.643
"California, Imperial",31838,757,3.73981861879699,0.0213581255103964,39.1,225.51828703,0.9869,0.325,3.7,3206,0.71,0.12,0.024803797,0.0250127869,13.5,12.5,6213.3986322,0.1284001073,0.092,0.346,8.0,0.9854
"California, Inyo",1788,39,8.06137766164452,0.081096196868009,1.8,94.290395789,0.8902,0.406,3.7,0,0.27,0.0,0.0096180575,0.1348751876,7.3,22.9,8740.0101163,0.1183384737,0.092,0.277,5.8,0.2844
"California, Kern",118846,1526,3.73230861185329,0.0281624960032311,107.8,302.58154042,0.9245,0.577,5.0,3466,0.85,0.36,0.0520605198,0.0263714868,19.7,10.4,7923.0215081,0.1531417715,0.093,0.323,7.9,0.9357
"California, Kings",29621,300,7.2209082620932,0.036899496978495,103.6,117.25534278,0.9363,0.635,4.3,5753,0.86,0.35,0.061347991,0.031731036,16.7,9.7,6356.8669362,0.1427052113,0.104,0.294,7.5,0.9283
"California, Lake",6239,96,3.57242707589078,0.0368648821926591,47.6,34.014772143,0.837,0.49,4.0,3257,0.71,0.05,0.0175980864,0.0439563853,6.9,21.7,11305.466803,0.1440120094,0.127,0.251,7.1,0.7959
"California, Lassen",6400,23,7.82416726186611,0.03765625,5.7,38.096758613,0.7198,0.69,3.7,0,0.36,0.06,0.0785338614,0.042692033,7.4,13.3,7125.9207184,0.1371878706,0.196,0.409,4.4,0.6924
"California, Los Angeles",1398561,26174,1.54054448272716,0.0111314415316886,2543.5,2069.7537739,0.9045,0.4,5.0,8994,0.77,0.26,0.0796449029,0.0143737313,14.2,12.9,5017.5431691,0.1084767811,0.084,0.217,9.6,0.6159
"California, Madera",21064,265,4.79476381348622,0.0358906190657045,69.3,196.57767392,0.8239,0.563,4.0,3999,0.64,0.22,0.0328339845,0.0442564311,14.0,13.4,6650.6452874,0.1344428413,0.123,0.358,8.3,0.9258
"California, Marin",16990,242,0.970477459505673,0.014832254267216,496.1,870.32879333,0.6985,0.229,5.0,3844,0.89,0.29,0.0251438386,0.0098511164,10.3,21.0,3206.6318035,0.0972523376,0.053,0.166,3.5,0.0334
"California, Mariposa",1011,3,6.7540495678553,0.116716122650841,11.6,9.0270128303,0.5938,0.406,3.7,0,0.36,0.0,0.0115620171,0.0339991987,9.2,26.7,8231.0448737,0.1174526322,0.071,0.238,5.6,0.4783
"California, Mendocino",6939,79,4.23486975777915,0.0534659172791469,25.5,96.424663799,0.8491,0.417,3.7,3326,0.82,0.17,0.0076821222,0.0632034336,8.8,20.4,7749.67295,0.1290541382,0.076,0.321,8.6,0.6965
"California, Merced",39514,555,4.71311848306735,0.0327731943108772,130.2,207.85350671,0.8274,0.591,5.0,3843,0.84,0.2,0.0297636162,0.0251596819,12.0,10.9,6775.7437047,0.1412960646,0.143,0.284,8.3,0.9615
"California, Modoc",472,5,1.70901219095363,0.0317796610169492,2.2,13.344981235,0.5769,0.406,3.0,0,0.69,0.0,0.0102540731,0.0500170901,6.6,25.7,10076.65162,0.1382445839,0.186,0.283,12.5,0.7529
"California, Mono",1554,3,4.21052631578947,0.0386100386100386,4.8,10.450703741,0.29,0.406,3.3,0,0.31,0.0,0.0071578947,0.0298947368,6.1,14.3,3369.6016286,0.1193671818,0.056,0.254,16.1,0.1777
"California, Monterey",47049,571,1.07898639558855,0.0099895853259367,127.0,221.09669213,0.8399,0.416,5.0,2405,0.64,0.11,0.025544429,0.0260586693,6.7,12.8,5175.9192872,0.122499909,0.084,0.277,9.8,0.5828
"California, Napa",12488,92,1.85773614408573,0.0207399103139013,188.2,379.13944108,0.8249,0.334,5.0,4417,0.83,0.12,0.0206359339,0.0125164076,10.6,18.0,4646.0857462,0.0993284797,0.086,0.238,5.9,0.2576
"California, Nevada",8540,90,2.88878189696678,0.0337236533957845,101.6,155.53768312,0.2076,0.449,4.3,3146,0.82,0.12,0.0049350024,0.0126384208,8.1,25.4,5835.2399112,0.1150829657,0.062,0.22,6.5,0.2175
"California, Orange",298026,5447,1.37634778503739,0.0147134813741083,4177.8,1797.0457059,0.5683,0.384,5.0,2710,0.78,0.27,0.0164038057,0.0103281012,10.6,13.9,4199.1366307,0.0931119744,0.085,0.194,7.6,0.3248
"California, Placer",34596,379,2.52830351851334,0.0287316452769106,262.7,279.02737201,0.1974,0.423,5.0,3041,0.93,0.37,0.0163831016,0.0107084083,10.5,18.7,4522.6949673,0.0978462072,0.067,0.208,4.0,0.072
"California, Plumas",1328,6,5.95617953626888,0.0843373493975904,8.0,44.643148111,0.2388,0.406,3.7,0,0.26,0.0,0.0095192512,0.0314294831,9.9,26.7,8700.6760216,0.1148955561,0.11,0.269,3.1,0.2557
"California, Riverside",348536,4889,2.70569350380576,0.0190252943741823,306.1,407.06103317,0.6632,0.51,5.0,2913,0.79,0.29,0.061750691,0.0191251033,14.8,13.8,5796.962999,0.1249994432,0.094,0.271,8.8,0.6892
"California, Sacramento",150662,2111,2.14928859975016,0.0219829817737718,1545.1,877.74749459,0.7603,0.435,5.0,3872,0.89,0.25,0.0976407794,0.0154019371,9.1,13.4,6339.7496513,0.1155002855,0.095,0.289,5.5,0.5338
"California, San Benito",7093,65,2.37255634821327,0.0205836740448329,37.7,120.15093075,0.1958,0.461,4.0,3095,0.91,0.11,0.008758958,0.0308107318,6.2,12.1,5148.1810351,0.1078318527,0.09,0.323,7.5,0.4978
"California, San Bernardino",342259,5505,2.27389628767321,0.0144276702730973,103.9,594.27744321,0.8141,0.526,5.0,3600,0.82,0.41,0.0814356952,0.0206920878,14.9,10.9,6762.5514735,0.1262827655,0.094,0.288,8.4,0.8277
"California, San Diego",358153,4081,2.37515269052368,0.0221720884649856,792.5,986.95979261,0.8411,0.5,5.0,4311,0.75,0.26,0.0470292795,0.0131708662,10.4,13.3,4641.05997,0.1075317529,0.071,0.203,7.8,0.3914
"California, San Francisco",50726,638,1.23853029248108,0.0215668493474747,23116.8,2318.3966083,0.9497,0.263,3.7,5437,0.74,0.17,0.0503427468,0.0074379744,9.8,15.1,4269.7004184,0.1032606238,0.068,0.184,3.7,0.2239
"California, San Joaquin",95126,1648,3.19400526133978,0.025271744843681,504.7,595.48973106,0.8083,0.501,5.0,3827,0.87,0.35,0.0710652884,0.0197712114,11.9,12.2,7155.2242935,0.1170616622,0.104,0.327,6.4,0.7618
"California, San Luis Obispo",28054,323,2.6618781028837,0.0269480288015969,83.8,151.55646849,0.7832,0.481,5.0,3535,0.8,0.1,0.0174747368,0.0140135911,10.5,18.7,5271.2259578,0.1078329694,0.08,0.255,6.0,0.2331
"California, San Mateo",51917,561,1.03697639514258,0.0153706878286496,1664.0,1478.6408744,0.6043,0.282,5.0,6016,0.7,0.09,0.0226029667,0.0087922084,9.2,15.4,3367.8110377,0.0861335734,0.076,0.212,4.2,0.1185
"California, Santa Barbara",42550,509,2.07602227860801,0.021786133960047,167.1,332.92858078,0.9156,0.401,4.3,3738,0.59,0.17,0.0178555832,0.021539571,10.2,14.6,5042.4450983,0.1137731055,0.087,0.246,10.0,0.5188
"California, Santa Clara",141724,1858,1.08383180994751,0.0148175326691316,1604.0,1524.0879016,0.731,0.257,5.0,6374,0.77,0.17,0.0235800513,0.0119969859,8.9,12.8,3579.0807063,0.0826901401,0.076,0.194,4.3,0.1933
