fips,PopDensity,Male,RuralCont,EconArea,HouseholdSize,noHealthInsurance,noHighSchool,Poverty,logPopDensity,PercentEduHealthSoc,SES,Household,HousingType,Asthma,Cancer,COPD,Stroke,HF,HTN,KD,WBSeg,WNWSeg
31013,10.02799245,49.75424279,0,150.0,2.35,11.7,8.3,11.6,2.305380427,21.4,0.2901,0.4763,0.4744,2.9747,5.7511,11.6014,2.9251,15.1215,42.1418,15.3694,1.0,45.57317167
31015,3.5540986039999996,49.76550287,0,154.0,2.2,14.5,5.8,12.6,1.268101474,19.5,0.1057,0.6288,0.0847,3.0995,6.5253,9.4617,2.7732,20.0653,44.3719,18.1077,1.0,1.0
31017,2.419493503,49.81387479,0,134.0,2.14,12.2,7.7,12.1,0.883558222,21.5,0.2169,0.2512,0.1636,2.1858,7.2404,8.4699,3.1421,13.7978,48.3607,19.3989,1.0,1.0
31019,51.29479088,50.02315794,1,85.0,2.43,11.4,6.2,12.7,3.937589205,26.6,0.1892,0.0758,0.6211,3.5628,7.2917,10.5525,2.7476,16.1685,53.2911,25.1057,68.35459317,31.82729
31021,13.13926523,49.82195386,0,120.0,2.32,12.5,9.1,11.5,2.575605093,22.9,0.222,0.7568,0.276,2.3761,9.5044,11.5411,2.3082,12.5594,54.243,21.1813,1.0,22.45496216
31023,13.70467251,50.4740519,0,120.0,2.42,10.1,8.0,8.5,2.617736834,26.1,0.1175,0.4097,0.0914,2.8049,9.0854,9.0244,2.0122,14.1463,48.9024,24.2683,1.0,1.0
31025,47.08583729,50.52956416,1,120.0,2.57,8.4,4.8,6.0,3.8519722610000002,22.2,0.0229,0.1337,0.0493,3.889,7.7262,11.3041,2.5668,11.693,50.013000000000005,19.3674,62.38993711,24.84177959
31027,11.34929962,50.89264461,0,154.0,2.46,10.6,6.6,8.3,2.429156034,22.5,0.0799,0.3165,0.0156,3.5639,6.5688,7.7568,2.7254,12.8581,50.5241,19.2872,1.0,14.84078711
31029,4.387200644,49.08256881,0,85.0,2.32,17.8,10.9,9.3,1.478691357,15.7,0.172,0.1805,0.0901,2.9197,8.7591,11.8005,3.0414,16.91,46.1071,16.91,1.0,1.0
31031,0.954462941,51.02830023,0,134.0,2.24,16.9,7.8,11.7,-0.046606463,19.7,0.1675,0.2308,0.2929,2.1138,9.6748,8.8618,2.2764,10.5691,43.4959,13.252,1.0,23.58236732
31033,7.4480268160000005,50.19079686,0,150.0,2.3,7.9,5.1,10.2,2.00794914,18.8,0.0717,0.3906,0.2732,1.4409,6.1671,10.0865,1.9597,13.9481,46.1671,17.8674,1.0,20.22889591
31035,10.83891034,50.91084959,0,85.0,2.43,13.5,9.9,10.8,2.383142469,22.0,0.2583,0.5212,0.0178,3.69,6.5683,11.6605,3.0996,15.0554,54.2435,18.3764,1.0,4.047621197
31037,26.01418646,53.50639649,0,120.0,2.88,20.9,28.8,9.2,3.258642022,13.4,0.5834,0.0898,0.3139,2.9992,7.8137,10.4972,2.3678,11.6022,55.8011,24.704,33.8309337,28.48315603
31039,15.50243595,50.13565453,0,120.0,2.4,14.7,12.9,8.3,2.740997169,22.0,0.2162,0.4505,0.0933,2.4793,8.7293,6.9215,2.0661,10.7438,50.3099,15.3409,1.0,46.20254796
31041,4.184397714,49.84689617,0,85.0,2.29,12.8,7.5,12.1,1.4313627780000002,23.7,0.0946,0.8268,0.1379,2.4958,8.3195,12.0216,2.1215,14.8087,52.2047,21.5058,1.0,27.67213547
31043,75.78429518,50.82392889,1,154.0,2.88,20.3,26.5,12.7,4.327891084,14.6,0.7236,0.5419,0.8055,3.5128,7.3905,14.780999999999999,3.1934,12.2719,55.8394,22.9471,43.52983208,22.24727356
31045,6.15055211,49.56339504,0,134.0,2.19,12.5,4.8,17.0,1.8165418519999998,35.6,0.2127,0.0732,0.5441,1.9649,5.1228,7.0877,2.386,9.4035,33.1228,11.4386,1.0,26.64235764
31047,23.28990228,52.0364484,0,85.0,2.7,18.5,23.6,11.5,3.1480198880000003,19.7,0.5261,0.7711,0.7475,3.2023,6.9869,10.9461,2.1252,15.6623,51.6448,20.9316,60.01412774,53.19193985
31049,4.0786631810000005,50.0,0,150.0,2.21,13.1,9.9,12.2,1.4057692830000001,20.2,0.3121,0.4355,0.0137,3.8826706210000004,6.5934,10.7692,2.804478333,14.9451,45.2747,14.0659,1.0,1.0
31051,11.83461773,50.90489709,1,154.0,2.5,12.3,11.6,8.8,2.471028942,24.0,0.3264,0.6829,0.1904,3.3721,8.0233,9.6512,3.0233,11.7442,46.3953,14.3023,1.0,45.18611141
31053,69.15889618,49.76343498,1,120.0,2.38,13.1,10.8,13.7,4.2364067,23.7,0.3771,0.6944,0.5737,3.2341,8.8369,13.6654,2.6723,9.8087,57.9107,19.6781,81.44290003,26.21828202
31055,1739.46415,49.32796805,1,120.0,2.49,12.3,10.3,11.4,7.461332385,23.7,0.2338,0.3079,0.6606,4.3026,8.1987,10.055,2.8133,10.9346,50.0791,21.1696,60.37514629,44.35937176
31057,1.84085769,49.91139988,0,85.0,2.19,17.4,14.3,14.9,0.610231599,29.2,0.3666,0.6555,0.0509,3.8826706210000004,6.1602,13.963,2.6694,19.0965,46.4066,16.2218,1.0,1.0
31059,9.493021882,50.18308312,0,95.0,2.28,9.4,7.9,8.2,2.25055699,22.5,0.0822,0.29100000000000004,0.0656,4.4983,9.1349,11.0727,3.1142,14.7405,55.7093,24.6367,1.0,1.0
31061,5.173491716,49.44612286,0,85.0,2.25,11.5,7.9,13.7,1.643547841,23.9,0.2022,0.3575,0.0481,2.454,8.0982,14.6012,2.5767,17.7914,50.6748,20.1227,1.0,1.0
31063,2.6954924630000003,50.43776171,0,85.0,2.26,12.7,3.9,13.1,0.99158092,22.1,0.1344,0.4075,0.2222,2.6316,6.391,12.218,2.0677,15.0376,51.3158,18.2331,1.0,1.0
31065,6.502301392000001,49.5936698,0,85.0,2.23,12.9,11.0,11.2,1.872156175,26.9,0.2605,0.6358,0.1621,3.0303,7.1770000000000005,11.3238,1.5949,16.9856,52.6316,19.5375,1.0,1.0
31067,25.26512349,49.92795054,0,95.0,2.31,10.1,10.1,10.7,3.229424926,30.2,0.2242,0.36200000000000004,0.1264,3.8337,7.7756,11.9558,2.4908,15.248,57.8731,20.1429,57.09076574,20.71255173
31069,1.077874528,52.25911813,0,150.0,2.1,14.4,5.2,15.6,0.074991072,26.3,0.0328,0.3359,0.0287,3.8826706210000004,5.7491,9.5819,2.804478333,13.7631,43.2056,19.1638,1.0,1.0
31071,3.455659102,50.0253936,0,85.0,2.16,11.3,3.9,11.6,1.240013207,20.9,0.0624,0.5049,0.086,3.8826706210000004,7.2034,9.1102,2.9661,15.0424,53.178000000000004,16.9492,1.0,1.0
31073,4.3434608,50.8040201,0,85.0,2.36,9.4,5.7,9.2,1.46867145,23.9,0.0096,0.1121,0.0315,3.6319999999999997,6.7797,13.5593,3.1477,15.9806,54.2373,21.0654,1.0,1.0
31075,0.802607508,52.32744783,0,134.0,2.21,9.1,2.9,10.0,-0.219889466,19.2,0.4589,0.1617,0.1363,3.8826706210000004,7.7778,12.2222,2.804478333,12.7778,41.1111,14.4444,1.0,1.0
31077,4.134711571,49.4057725,0,85.0,2.32,16.9,6.9,12.5,1.419417573,21.1,0.1299,0.5377,0.0175,2.9982,9.5238,12.1693,3.3510000000000004,15.3439,52.5573,19.7531,1.0,1.0
31079,112.3084808,50.56639447,1,85.0,2.59,17.1,16.1,12.0,4.721249378,19.8,0.4455,0.7163,0.5909,3.5897,8.4289,12.8706,2.8059,14.2792,50.9145,19.7319,39.8902726,28.74035386
31081,17.17506631,50.46117546,1,85.0,2.53,8.3,6.4,6.5,2.8434586989999997,23.6,0.0194,0.2865,0.0185,3.8647,5.8508,9.3935,3.0059,13.1508,48.0945,14.9222,1.0,54.59305635
31083,6.106925398,51.65680473,0,85.0,2.22,11.0,9.0,10.4,1.809423438,24.1,0.2124,0.525,0.0662,3.2028,8.5409,12.2183,2.2539,15.1839,52.5504,20.6406,1.0,1.0
31085,1.29301882,50.86767896,0,85.0,2.34,25.2,11.6,16.7,0.256979655,22.7,0.2987,0.1426,0.0006,3.8826706210000004,8.3799,13.4078,6.1453,18.4358,48.6034,21.7877,1.0,1.0
31087,3.890469617,49.89138306,0,85.0,2.22,14.5,7.2,13.7,1.358529875,21.0,0.2691,0.8188,0.1372,3.0387,8.2873,17.5414,1.9337,18.6464,48.2044,18.232,1.0,1.0
31089,4.173022716,50.01490017,0,154.0,2.31,12.7,7.9,10.8,1.428640645,29.8,0.0615,0.4104,0.1086,1.6539,8.4712,10.7705,2.9447,14.0379,51.5934,20.1291,1.0,40.48184417
31091,0.945751054,48.09384164,0,85.0,2.18,9.4,5.4,8.6,-0.055775900999999996,36.8,0.2882,0.5587,0.1557,3.8826706210000004,8.2192,6.8493,2.804478333,15.5251,50.2283,18.2648,1.0,1.0
31093,11.32012506,51.0007758,1,85.0,2.38,9.9,7.8,10.0,2.42658212,22.0,0.1997,0.4995,0.0261,2.2848,8.7586,14.5468,2.5133,13.7091,53.4653,23.6862,1.0,21.80026427
31095,12.35750114,48.94975873,0,95.0,2.22,10.8,9.7,11.5,2.514263258,21.8,0.2293,0.7514,0.0793,2.3977,6.1988,8.9474,2.1637,13.0994,47.8363,14.269,1.0,43.54812024
31097,13.48490892,59.17964898,0,95.0,2.31,11.8,12.3,12.7,2.601571203,25.3,0.3414,0.4263,0.8287,2.5894,7.5216,11.4673,2.5894,14.9199,48.9519,17.5092,1.0,39.69569258
31099,12.58135751,49.91531948,0,85.0,2.39,9.6,6.0,8.4,2.532216155,24.3,0.0771,0.2458,0.1792,2.7248,7.4478,12.6249,2.634,17.9837,55.5858,22.3433,1.0,15.908375199999998
31101,7.567822155,50.43564849,0,85.0,2.22,11.6,8.4,12.3,2.023905332,14.5,0.2341,0.4362,0.2932,1.9927,7.1841,10.3304,2.15,13.8437,40.5873,20.2937,1.0,30.5856708
31103,1.042596401,49.25558313,0,134.0,2.16,18.5,7.1,17.7,0.041714142,20.8,0.0108,0.1582,0.0032,3.8826706210000004,6.2241,10.3734,2.804478333,7.0539,46.473,13.6929,1.0,1.0
31105,3.8157272680000003,49.58700441,0,150.0,2.26,14.3,10.3,13.8,1.33913128,18.3,0.529,0.9672,0.2423,2.3649,5.518,10.0225,2.5901,11.8243,39.8649,15.5405,1.0,1.0
31107,7.51748094,49.49591935,0,154.0,2.32,14.9,8.4,12.6,2.0172311,26.1,0.2201,0.496,0.4721,3.9791,7.4346,10.4712,2.7749,15.9162,52.4607,19.3194,1.0,57.43158592
31109,380.98024,50.20871854,1,95.0,2.4,10.1,6.7,11.4,5.94274751,26.8,0.1573,0.0774,0.6925,4.7904,7.6571,10.4858,3.0265,12.0655,52.0172,21.8739,48.85152566,36.00861168
31111,13.61663293,49.55891619,0,85.0,2.37,10.5,6.9,11.6,2.611292055,24.7,0.1338,0.6982,0.7491,3.6075,6.9833,15.5386,3.3924,15.82,54.9065,21.2477,48.02738449,30.00910374
31113,1.310762976,52.94117647,0,85.0,2.35,14.1,7.5,8.9,0.270609392,15.3,0.1494,0.2442,0.1009,3.8826706210000004,10.6383,11.3475,2.804478333,19.1489,57.4468,17.7305,1.0,1.0
31115,1.168417533,50.75301205,0,85.0,2.3,9.4,1.7,15.8,0.15565029800000002,20.0,0.0439,0.2429,0.0067,3.8826706210000004,7.903646592,12.5,2.804478333,9.5588,50.7353,14.7059,1.0,1.0
31117,0.575100701,49.1902834,0,85.0,2.55,9.0,9.9,12.7,-0.5532101220000001,17.8,0.3682,0.1646,0.0643,3.8826706210000004,7.903646592,10.82714933,2.804478333,19.1176,51.4706,20.61287065,1.0,1.0
31119,61.28260642,49.68517622,0,154.0,2.43,13.6,11.4,13.1,4.115496057,22.9,0.3331,0.2993,0.6848,3.125,7.7854,12.6084,2.6373,12.8974,53.5585,19.4545,51.90956046,18.51942618
31121,15.99364791,50.36750484,1,85.0,2.43,11.0,7.0,10.2,2.7721916380000002,23.4,0.1086,0.3114,0.5587,4.6846,8.9319,12.2423,2.4984,11.9925,52.5921,17.6765,1.0,27.39278421
31123,3.260197775,51.07712193,0,150.0,2.38,15.7,13.0,14.3,1.1817878609999999,19.2,0.4124,0.8079999999999999,0.1172,2.5552,8.2462,9.7561,3.1359,13.0081,47.3868,17.6539,1.0,1.0
31125,7.968208681,49.73003694,0,120.0,2.36,9.8,9.3,11.8,2.07545971,27.6,0.1818,0.6157,0.0487,3.6474,6.6869,14.1337,2.5836,14.7416,52.1277,20.2128,1.0,1.0
31127,17.11424223,50.10040161,0,95.0,2.29,9.1,6.1,12.6,2.8399109960000004,26.5,0.2541,0.3171,0.2245,2.6658,8.6808,11.2782,2.6658,17.9084,53.5202,21.9412,1.0,2.849508698
31129,7.211906252,49.63837994,0,85.0,2.14,10.5,6.9,11.5,1.975733306,22.8,0.1994,0.4556,0.1598,4.2766,8.9172,14.6497,2.2748,19.7452,59.7816,21.6561,1.0,1.0
31131,26.00912886,49.81264052,0,95.0,2.42,10.6,8.8,9.1,3.2584475860000004,22.9,0.1659,0.6224,0.1487,3.2765,8.0546,13.1741,2.628,15.4949,56.8942,20.785,1.0,39.34449049
31133,6.061660519,49.33027172,0,95.0,2.22,13.7,9.9,13.2,1.801983776,25.5,0.4057,0.2079,0.3212,5.1364,8.3467,9.9518,2.8892,18.137999999999998,56.0193,17.0144,1.0,1.0
31135,3.272805488,51.15876859,0,85.0,2.36,14.9,10.9,9.3,1.185647565,23.7,0.0694,0.4202,0.0439,3.8826706210000004,6.6142,9.7638,2.804478333,9.7638,43.4646,8.6614,1.0,1.0
31137,16.73613813,50.11069294,0,85.0,2.37,9.8,6.6,8.8,2.817570341,27.1,0.0392,0.2365,0.2674,3.8032,8.6207,13.3367,2.7383,15.8215,57.3529,21.0446,1.0,51.62177919
31139,12.46925425,50.62954673,0,154.0,2.46,8.0,5.7,9.5,2.523265955,26.7,0.0417,0.2471,0.0385,3.6732,6.8966,11.6942,2.3238,12.4438,51.949,17.916,1.0,1.0
31141,49.65433344,50.81864356,0,120.0,2.51,12.4,11.2,8.6,3.905085666,17.0,0.2067,0.1847,0.3442,4.4232,9.5685,11.2475,3.7913,13.2154,60.9677,22.9644,1.0,22.75745859
31143,11.89259479,49.91367735,0,120.0,2.39,11.2,6.6,6.9,2.47591592,22.7,0.1978,0.2929,0.2464,3.9096,8.775,10.3388,3.7359,12.3371,53.0843,17.7237,1.0,1.0
31145,14.956972899999998,49.87877658,0,85.0,2.29,10.1,5.9,10.9,2.7051776060000003,25.2,0.2248,0.3827,0.4365,3.167,7.1584,12.1041,2.9935,18.0043,51.1497,16.0954,1.0,36.528719200000005
31147,14.25231951,50.31150668,0,95.0,2.21,11.6,8.5,13.0,2.656919666,23.9,0.1981,0.745,0.028999999999999998,2.7523,8.0155,13.3752,2.5592,16.9,52.0521,18.2038,1.0,25.08659491
31149,1.34580292,49.81577008,0,134.0,2.18,15.5,6.3,14.3,0.296990801,21.2,0.0076,0.0926,0.0713,3.8826706210000004,8.75,13.75,2.804478333,18.75,55.8333,20.0,1.0,1.0
31151,24.7796244,51.44825647,0,95.0,2.57,15.8,15.6,10.6,3.2100217189999998,21.9,0.501,0.3438,0.5339,3.8596,7.2807,10.1316,2.5,13.9474,52.6316,19.1228,34.48504983,41.80673029
31153,783.2796351,50.14369965,1,120.0,2.71,7.9,4.8,5.1,6.663489765,24.2,0.0121,0.2028,0.1439,3.7362,8.3371,10.1232,2.6453,10.7789,50.5765,21.0265,39.76659919,26.10518319
31155,28.76184637,50.74613032,1,120.0,2.54,8.5,6.9,7.6,3.35904973,22.7,0.049,0.4336,0.0302,3.6375,7.8206,11.4883,2.6069,13.3677,52.7433,21.461,1.0,39.80034232
31157,48.171490399999996,48.62429109,0,150.0,2.42,13.5,12.8,13.3,3.8747673610000004,24.9,0.4229,0.9074,0.2878,2.9476,6.7124,10.7982,2.8601,11.484000000000002,45.6734,18.8385,1.0,30.80120226
31159,30.24692438,51.15713955,1,95.0,2.47,7.6,7.0,7.5,3.4093945060000004,26.5,0.0347,0.1098,0.2394,2.9825,6.9592,9.4275,3.4282,11.5872,42.4066,15.5639,1.0,24.27378359
31161,2.14924248,49.33282501,0,150.0,2.25,19.5,9.3,14.3,0.765115445,20.9,0.3525,0.8571,0.7736,1.5571,6.0554,8.91,2.0761,14.7924,37.3702,12.8893,1.0,1.146821664
31163,5.303713129,49.08363879,0,85.0,2.22,13.1,7.4,11.7,1.668407166,22.6,0.1529,0.3403,0.0627,3.5162,7.3136,10.8298,2.6723,14.0647,52.18,22.3629,1.0,1.0
31165,0.564173529,51.71526587,0,150.0,2.27,14.6,7.4,17.1,-0.572393399,28.0,0.1398,0.1073,0.0325,3.8826706210000004,7.7253,5.5794,0.0,5.1502,36.4807,9.4421,1.0,1.0
31167,13.83339175,50.74324324,0,154.0,2.57,8.6,8.0,7.8,2.627085362,23.2,0.0666,0.4387,0.0057,2.1795,7.3077,9.7436,3.0769,10.1282,55.0,18.3333,1.0,1.0
31169,8.718913926,49.61023386,0,95.0,2.21,10.9,8.0,11.6,2.16549468,25.9,0.0796,0.4578,0.0608,3.2975,6.6718,12.1933,1.9172,15.6442,52.0706,16.6411,1.0,31.48735665
31171,1.0122819809999999,50.55401662,0,85.0,2.22,13.6,6.1,13.5,0.012207168999999999,21.2,0.1264,0.1449,0.0029,3.8826706210000004,7.903646592,7.2289,0.0,9.0361,46.3855,15.0602,1.0,1.0
31173,18.35459119,49.46013289,0,154.0,3.19,21.4,13.6,23.3,2.909879744,31.8,0.8952,0.7182,0.6377,3.5067,6.6505,14.2684,2.2975,17.2914,47.1584,26.6022,1.0,20.61449882
31175,7.319778189,49.85569986,0,85.0,2.19,13.1,7.3,12.1,1.990580025,26.2,0.1258,0.5766,0.1859,2.2638,6.3976,8.6614,2.9528,15.4528,50.5906,20.6693,1.0,1.0
31177,53.15673402,50.15678518,1,120.0,2.54,7.4,3.9,7.2,3.973244795,19.0,0.0159,0.2579,0.1038,2.4116,8.6174,11.1897,2.3794,10.4823,47.074,17.0418,40.26314699,39.23594249
31179,21.18940643,50.20777837,0,154.0,2.38,9.3,4.9,12.2,3.05350136,30.1,0.1914,0.0108,0.3645,2.9364,8.2382,8.3197,1.7945,12.0718,40.783,12.2349,1.0,6.651385717
31181,6.065297177000001,49.72755951,0,85.0,2.28,10.8,8.1,13.0,1.80258354,27.1,0.1927,0.6729999999999999,0.0611,3.5996,7.4241,13.6108,2.4747,17.3228,57.8178,22.7222,1.0,14.29137816
31183,1.36131298,50.83014049,0,154.0,2.34,11.4,5.2,9.2,0.30844966100000004,21.3,0.0723,0.1681,0.0086,3.8826706210000004,7.5862,10.82714933,2.804478333,8.2759,46.8966,11.7241,1.0,1.0
31185,23.89303244,48.99480956,0,95.0,2.32,9.5,6.0,10.1,3.173586887,25.6,0.0787,0.2655,0.3604,4.7553,7.7751,10.1701,3.957,13.7105,45.505,18.5005,1.0,35.26101568
32001,5.052064108,50.81295917,0,136.0,2.53,15.3,10.6,11.5,1.619796894,17.5,0.47100000000000003,0.4085,0.6358,4.1258,7.2034,13.3809,2.9215,12.2435,50.6913,20.7404,45.25309284,35.98902317
32003,287.2375476,49.862025,2,92.0,2.7,15.6,14.7,14.0,5.660309565,14.9,0.5459,0.3639,0.7443,5.5021,7.7482,11.6269,4.1341,12.5608,54.872,27.4381,34.75485372,25.83159112
32005,68.90745646,50.20345568,1,140.0,2.38,13.3,6.5,8.2,4.232764394,18.0,0.1239,0.2658,0.1452,3.7629,8.2699,9.929,3.5833,7.867999999999999,50.7569,19.1568,55.29081193,29.83524485
32007,3.073880172,51.96862329,0,136.0,2.77,14.8,16.2,10.6,1.122940663,12.7,0.3283,0.3961,0.5893,3.4730000000000003,5.0774,11.8535,2.265,13.5334,46.527,19.3658,67.24912998,43.09130108
32009,0.24372675800000002,54.29553265,0,92.0,2.01,15.1,9.7,14.6,-1.411707525,10.9,0.2669,0.568,0.937,5.240092703999999,6.7961,11.165,3.873542748,8.2524,40.2913,21.8447,1.0,1.0
32011,0.48590888200000004,53.42533268,0,136.0,2.38,7.4,8.8,9.0,-0.721734158,9.1,0.0156,0.3757,0.1824,5.240092703999999,4.428,12.9151,3.873542748,11.4391,41.3284,19.5572,1.0,1.0
32013,1.74581672,51.97552136,0,136.0,2.6,17.4,16.7,10.5,0.55722248,13.1,0.4172,0.426,0.6084,2.5789,5.3357,11.783,2.1343,12.6278,43.3971,15.5625,1.0,11.81327167
32015,1.007631919,51.4461316,0,136.0,2.6,13.9,16.7,11.1,0.007602944,15.3,0.5777,0.6804,0.9083,2.8947,5.1316,10.2632,1.7105,13.1579,38.4211,16.0526,1.0,1.0
32017,0.487435579,53.44395138,0,92.0,2.57,12.8,11.8,13.8,-0.718597143,25.4,0.5707,0.3486,0.3327,3.2821,5.4359,10.6667,1.9487,13.0256,42.6667,16.0,1.0,15.32209198
32019,28.73790095,51.12849939,1,136.0,2.61,15.2,14.5,10.8,3.358216842,16.2,0.5618,0.6087,0.3419,4.1755,6.6511,13.4509,3.6018,9.6579,48.8313,20.0595,46.94721331,24.27784542
32021,1.200424212,49.54495006,0,136.0,2.11,13.4,13.7,17.5,0.18267500399999997,20.4,0.8503,0.8981,0.8663,2.7751,5.5502,13.6842,1.6268,14.8325,50.4306,17.6077,1.0,62.27793315
32023,2.558750671,51.1316983,1,92.0,2.42,14.3,14.8,15.8,0.93951912,15.0,0.7261,0.5288,0.5664,4.0408,6.4187,14.4566,3.1656,12.6331,50.2407,26.4624,33.595343,17.05720591
32027,1.114045085,64.55018587,0,136.0,2.51,16.1,19.1,18.2,0.10799761199999999,19.0,0.7978,0.1515,0.9984,6.8845,6.6511,16.5694,2.1004,14.3524,46.6744,21.936999999999998,1.0,1.0
32029,15.68157614,51.24909047,1,136.0,2.3,9.2,5.3,7.0,2.7524865289999996,12.2,0.0545,0.6441,0.0197,4.4549,7.6202,11.3716,2.1102,8.3236,44.4314,16.6471,1.0,1.0
32031,74.81614059,50.45268589,1,136.0,2.55,14.0,12.4,11.1,4.315033645,19.2,0.3347,0.1598,0.772,4.928999999999999,7.4016,10.4614,3.1858,9.5573,47.8921,21.1727,44.10581657,27.01577507
32033,1.079357568,58.23590814,0,136.0,2.37,12.3,15.1,13.8,0.07636602,16.6,0.3691,0.1544,0.4935,3.9277,6.4838,13.0923,1.6209,16.5835,45.0748,15.6484,1.0,8.244615951
32510,386.5339417,51.30374133,1,136.0,2.41,14.3,13.0,11.0,5.957219682000001,16.6,0.4615,0.872,0.9605,4.2894,7.9167,14.3364,4.0015,9.7975,50.8876,20.6602,55.12872587,18.10084044
33001,153.16942759999998,49.38910004,1,22.0,2.39,9.1,7.6,8.3,5.031544679,25.0,0.1159,0.2219,0.2356,3.4366,7.8026,9.647,3.2781,10.245,46.938,16.0519,68.38808173,32.88028941
33003,52.53152321,49.42956451,0,22.0,2.25,10.6,6.6,9.3,3.961413432,22.6,0.0605,0.2496,0.2111,3.9616,7.7882,9.4871,2.7310000000000003,9.5507,47.658,15.759,1.0,37.29146703
33005,107.6684686,49.0398896,1,22.0,2.4,8.6,7.1,9.4,4.67905677,27.9,0.09300000000000001,0.1117,0.5556,3.9794,6.9869,9.5225,2.8314,9.6704,41.7031,15.3543,53.19417456,34.69745789
33007,17.586881299999998,52.55203878,0,22.0,2.23,9.3,11.7,11.7,2.867153243,25.6,0.4497,0.6794,0.6979,5.4607,6.3652,11.8372,3.0413,10.1187,51.5432,17.8745,1.0,38.59395374
33009,52.60336503,49.38255123,0,22.0,2.28,10.0,7.5,9.4,3.962780092,35.3,0.0713,0.0984,0.6855,4.7255,7.9139,8.9868,2.5978,9.7101,43.5537,16.4848,67.7062591,41.97077483
33011,475.97986619999995,49.74641808,1,22.0,2.53,8.8,8.2,7.9,6.165375556,22.5,0.0927,0.0599,0.4998,6.0163,8.0721,10.9661,3.1979,11.3702,51.1298,21.2785,54.46453284,38.56961765
33013,162.06804259999998,49.35233931,1,22.0,2.46,9.0,6.7,7.3,5.088016263,27.6,0.042,0.0745,0.5379999999999999,5.0676,7.5727,9.7445,2.9494,9.484,48.7609,18.4089,68.93528744,45.10162854
33015,445.8904307,49.52819682,2,22.0,2.54,6.7,5.0,5.1,6.100073251,22.3,0.0146,0.0341,0.114,5.3556,8.5264,11.0057,3.0747,11.2188,53.4977,19.3399,53.88292169,31.58596559
33017,354.0477546,49.06264114,2,22.0,2.44,8.9,7.6,9.4,5.8694318039999995,25.0,0.1172,0.0245,0.8029,5.0351,7.3629999999999995,12.6442,2.5022,10.183,51.4485,19.0791,61.43615393,32.99284254
33019,80.30001303,49.52486905,0,22.0,2.37,8.7,9.3,10.3,4.385769783,28.4,0.1662,0.3464,0.3314,4.755,6.314,10.3563,2.6503,9.6102,44.7996,15.8018,79.8462122,39.71881193
34001,474.48263449999996,48.39041226,1,127.0,2.61,12.8,13.7,14.4,6.16222502,23.2,0.5551,0.4381,0.8812,5.5511,9.2477,13.5249,5.0155,14.7162,64.8213,26.2414,57.85320663,47.23570591
34003,4000.6952490000003,48.55878876,2,118.0,2.66,10.3,8.0,6.6,8.294223437000001,24.4,0.0752,0.0315,0.5616,5.43,10.2518,9.2532,4.563,15.5683,61.2978,21.0008,54.9475578,32.96377161
34005,557.6761251,49.22027444,2,127.0,2.62,6.7,6.6,6.5,6.323778373,25.6,0.1379,0.07200000000000001,0.3193,6.068,9.8191,10.4532,4.7152,12.5041,62.1922,24.4208,52.04971817,40.33054035
34007,2289.031004,48.26140095,2,127.0,2.65,9.4,11.6,11.7,7.735883865,26.9,0.4061,0.45299999999999996,0.6301,7.349,9.0799,10.8785,5.0192,13.6245,61.3759,26.267,56.4311666,47.64078123
34009,366.0766844,48.74889992,1,127.0,2.32,9.6,9.2,10.4,5.902842832,25.4,0.3127,0.1665,0.5202,5.1556,10.9135,13.9198,4.9518,15.1102,59.9778,22.7071,60.28141907,55.81573710000001
34011,309.13169320000003,50.93461382,1,127.0,2.79,15.3,22.1,18.4,5.733767378,26.9,0.8102,0.6597,0.9844,6.1588,8.4985,14.0988,5.9173,16.2775,63.3541,28.6606,27.16625358,24.70554719
34013,6330.520561,48.13342095,2,118.0,2.68,14.3,14.7,15.7,8.753137749,26.2,0.5742,0.4094,0.9411,6.2718,9.6505,9.7567,5.1385,17.5577,61.9277,26.4071,74.19620505,59.77253031
34015,905.6737367999999,48.63802823,2,127.0,2.72,6.6,7.5,6.7,6.808679127,27.3,0.1646,0.0793,0.2286,6.365,9.3477,11.9226,5.1198,13.7334,61.497,25.4004,34.65021717,29.93380341
34017,14557.068630000002,49.82026827,2,118.0,2.54,16.0,16.3,14.1,9.585831971000001,19.0,0.4943,0.0627,0.8434,7.5321,7.6749,12.972000000000001,4.9005,17.3557,63.0695,26.8802,59.53727278,35.26904758
34019,290.7087093,49.3193751,2,118.0,2.62,5.6,5.1,3.9,5.672321767000001,21.6,0.0185,0.0207,0.141,4.658,9.5342,9.5859,3.8367,11.734000000000002,52.1682,21.7506,65.93495263,28.820448
34021,1636.221945,48.92224369,1,118.0,2.61,12.0,12.1,11.4,7.400145171,25.4,0.35,0.0723,0.8672,6.1107,9.2498,10.6466,5.3678,15.0073,62.742,24.8457,54.99549126,38.49422101
34023,2670.881487,49.36138133,2,118.0,2.8,10.2,10.7,8.5,7.890163842000001,21.9,0.2134,0.0401,0.907,5.5598,9.6933,10.7523,4.8403,16.8676,65.1006,26.0839,38.89066206,36.19507718
34025,1319.9833609999998,48.65310806,2,118.0,2.66,8.3,7.2,7.3,7.185374411000001,23.8,0.0924,0.0436,0.3126,5.2885,10.5279,11.4553,4.9182,14.545,61.6797,24.6297,57.10948627,40.87772243
