fips,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White
13099,0.1784,0.2645,0.1148,0.92,Very High Vulnerability,0.88,Very High Concern,0.0081,0.0029,0.0055,0.522,0.0,0.4522
11001,0.0655,0.085,0.0403,0.6,Moderate Vulnerability,0.17,Very Low Concern,0.11,0.002,0.0393,0.4544,0.0004,0.3658
8119,0.0824,0.1366,0.0494,0.07,Very Low Vulnerability,0.09,Very Low Concern,0.0658,0.0039,0.0079,0.0085,0.0003,0.8875
12103,0.1239,0.17,0.0812,0.52,Moderate Vulnerability,0.58,Moderate Concern,0.097,0.0022,0.0333,0.0994,0.0009,0.7399
13059,0.1288,0.205,0.0787,0.77,High Vulnerability,0.7,High Concern,0.108,0.0005,0.0387,0.2767,0.0004,0.5502
12071,0.1209,0.1666,0.0795,0.55,Moderate Vulnerability,0.48,Moderate Concern,0.2138,0.0017,0.016,0.0815,0.0004,0.6719
12117,0.1146,0.1595,0.0736,0.18,Very Low Vulnerability,0.46,Moderate Concern,0.2139,0.0018,0.0448,0.1096,0.0004,0.6032
12027,0.1434,0.2037,0.0968,0.96,Very High Vulnerability,0.95,Very High Concern,0.3157,0.0008,0.0022,0.1251,0.0011,0.5476
13113,0.1136,0.1588,0.0702,0.06,Very Low Vulnerability,0.18,Very Low Concern,0.0723,0.0009,0.044,0.2251,0.0013,0.622
12013,0.1681,0.2345,0.1151,0.84,Very High Vulnerability,0.98,Very High Concern,0.0575,0.0107,0.0011,0.1299,0.0,0.7715
12057,0.1289,0.1838,0.0833,0.67,High Vulnerability,0.67,High Concern,0.2867,0.0017,0.04,0.1559,0.0006,0.4879
9015,0.0677,0.0988,0.0375,0.42,Moderate Vulnerability,0.09,Very Low Concern,0.118,0.0009,0.0137,0.0176,0.0002,0.827
13033,0.1623,0.2462,0.1043,0.85,Very High Vulnerability,0.87,Very High Concern,0.0323,0.0,0.0032,0.4806,0.0,0.4727
8111,0.0736,0.1142,0.0438,0.13,Very Low Vulnerability,0.52,Moderate Concern,0.0849,0.0102,0.0,0.0,0.0,0.8879
13073,0.1313,0.1837,0.0817,0.13,Very Low Vulnerability,0.37,Low Concern,0.067,0.0014,0.0376,0.1659,0.0,0.6867
13093,0.1556,0.2329,0.0991,0.95,Very High Vulnerability,0.96,Very High Concern,0.0694,0.0004,0.0001,0.4908,0.0,0.4259
12111,0.1359,0.1888,0.0902,0.72,High Vulnerability,0.73,High Concern,0.1897,0.003,0.02,0.1933,0.0008,0.5733
13007,0.1784,0.2645,0.1148,0.74,High Vulnerability,0.91,Very High Concern,0.0549,0.0003,0.0307,0.3962,0.0067,0.5064
13083,0.1694,0.2414,0.1079,0.52,Moderate Vulnerability,0.74,High Concern,0.0228,0.0,0.0107,0.0065,0.0004,0.9333
12049,0.1434,0.2037,0.0968,0.98,Very High Vulnerability,0.93,Very High Concern,0.436,0.0006,0.0086,0.0744,0.0015,0.4706
9007,0.0541,0.0777,0.0299,0.12,Very Low Vulnerability,0.0,Very Low Concern,0.0619,0.0008,0.0304,0.0494,0.0,0.839
12089,0.155,0.2116,0.1039,0.25,Low Vulnerability,0.52,Moderate Concern,0.0431,0.0048,0.0102,0.0597,0.0,0.8707
12079,0.1725,0.2418,0.1175,0.96,Very High Vulnerability,0.98,Very High Concern,0.0551,0.0034,0.0088,0.3821,0.0003,0.5443
12133,0.1553,0.212,0.103,0.89,Very High Vulnerability,0.95,Very High Concern,0.0369,0.0135,0.0067,0.1497,0.0042,0.7741
13043,0.1728,0.2541,0.1117,0.98,Very High Vulnerability,0.89,Very High Concern,0.1177,0.0,0.0019,0.2513,0.0,0.6064
13065,0.188,0.2723,0.1224,0.98,Very High Vulnerability,0.92,Very High Concern,0.0419,0.0003,0.0,0.2842,0.0,0.6512
12119,0.1138,0.1549,0.0767,0.24,Low Vulnerability,0.39,Low Concern,0.0574,0.0033,0.0084,0.0675,0.0008,0.8497
13019,0.1747,0.2552,0.1121,0.85,Very High Vulnerability,0.96,Very High Concern,0.0507,0.0009,0.0111,0.106,0.0,0.8182
13257,0.1656,0.2358,0.1061,0.8,High Vulnerability,0.67,High Concern,0.0348,0.0017,0.0067,0.119,0.0001,0.8235
16063,0.2013,0.2776,0.1338,0.56,Moderate Vulnerability,0.68,High Concern,0.3073,0.006,0.0041,0.0,0.0,0.6613
13117,0.1049,0.1435,0.0651,0.04,Very Low Vulnerability,0.44,Moderate Concern,0.095,0.0017,0.1291,0.0332,0.0002,0.717
13295,0.1694,0.2414,0.1079,0.64,High Vulnerability,0.72,High Concern,0.0222,0.0016,0.0076,0.0411,0.0001,0.9088
16017,0.185,0.2491,0.1203,0.24,Low Vulnerability,0.32,Low Concern,0.031,0.0087,0.0068,0.0022,0.0012,0.9308
13127,0.1536,0.2237,0.0964,0.72,High Vulnerability,0.65,High Concern,0.0662,0.0035,0.0127,0.2607,0.0012,0.6356
16027,0.187,0.2505,0.1204,0.74,High Vulnerability,0.45,Moderate Concern,0.2529,0.006,0.0082,0.0041,0.0025,0.7031
13137,0.1656,0.2358,0.1061,0.71,High Vulnerability,0.72,High Concern,0.1479,0.0009,0.0194,0.0319,0.0018,0.7729
13231,0.1683,0.2448,0.1072,0.15,Very Low Vulnerability,0.55,Moderate Concern,0.0163,0.0,0.0051,0.0894,0.0,0.8691
16071,0.2022,0.2727,0.1315,0.34,Low Vulnerability,0.18,Very Low Concern,0.0449,0.0016,0.0,0.0011,0.0,0.9341
13201,0.1784,0.2645,0.1148,0.78,High Vulnerability,0.91,Very High Concern,0.0043,0.0057,0.0,0.3031,0.0029,0.6798
13191,0.1536,0.2237,0.0964,0.59,Moderate Vulnerability,0.74,High Concern,0.0028,0.001,0.0133,0.3542,0.0013,0.621
13223,0.1657,0.2329,0.1032,0.14,Very Low Vulnerability,0.57,Moderate Concern,0.0634,0.0024,0.0087,0.1849,0.0004,0.71
13145,0.1556,0.2329,0.0991,0.13,Very Low Vulnerability,0.48,Moderate Concern,0.0356,0.0007,0.0103,0.1609,0.0001,0.7688
16007,0.2022,0.2727,0.1315,0.21,Low Vulnerability,0.18,Very Low Concern,0.0428,0.004,0.0067,0.0088,0.0,0.9292
16037,0.1868,0.2457,0.1225,0.44,Moderate Vulnerability,0.32,Low Concern,0.042,0.0101,0.0,0.0012,0.0,0.8921
13157,0.1575,0.2219,0.0991,0.35,Low Vulnerability,0.62,High Concern,0.0766,0.0005,0.0178,0.0663,0.0006,0.8135
13211,0.1588,0.2245,0.1006,0.24,Low Vulnerability,0.54,Moderate Concern,0.0321,0.0013,0.0007,0.2279,0.0,0.7195
13233,0.1649,0.2381,0.1045,0.8,Very High Vulnerability,0.85,Very High Concern,0.1308,0.0,0.0037,0.1194,0.0002,0.7201
13275,0.1624,0.2374,0.1034,0.91,Very High Vulnerability,0.6,Moderate Concern,0.0371,0.0013,0.0013,0.3624,0.0005,0.5761
13175,0.1728,0.2541,0.1117,0.8,Very High Vulnerability,0.71,High Concern,0.0271,0.0008,0.0113,0.3722,0.0002,0.5722
15009,0.061,0.0979,0.0326,0.39,Low Vulnerability,0.23,Low Concern,0.1133,0.0018,0.2879,0.0046,0.104,0.3023
16029,0.2022,0.2727,0.1315,0.19,Very Low Vulnerability,0.28,Low Concern,0.0582,0.0006,0.0006,0.0,0.0,0.9172
13287,0.1747,0.2552,0.1121,0.98,Very High Vulnerability,0.86,Very High Concern,0.0477,0.0,0.0077,0.4029,0.0,0.5375
16081,0.2011,0.2729,0.1324,0.13,Very Low Vulnerability,0.24,Low Concern,0.1687,0.0073,0.0,0.0,0.0,0.8117
13241,0.1469,0.2076,0.0934,0.53,Moderate Vulnerability,0.64,High Concern,0.0801,0.0033,0.0113,0.019,0.0,0.877
16051,0.2011,0.2729,0.1324,0.25,Low Vulnerability,0.31,Low Concern,0.1053,0.0121,0.0045,0.0,0.0005,0.8674
13297,0.1588,0.2245,0.1006,0.29,Low Vulnerability,0.53,Moderate Concern,0.0439,0.0012,0.0136,0.1763,0.0003,0.7464
16053,0.2013,0.2776,0.1338,0.67,High Vulnerability,0.61,High Concern,0.3609,0.0028,0.0043,0.0015,0.0045,0.615
16019,0.1842,0.2452,0.1186,0.36,Low Vulnerability,0.19,Very Low Concern,0.1304,0.0036,0.0091,0.0044,0.0011,0.8303
13119,0.1656,0.2358,0.1061,0.85,Very High Vulnerability,0.74,High Concern,0.0459,0.0008,0.0094,0.0931,0.0,0.8346
13267,0.1864,0.2692,0.1219,0.91,Very High Vulnerability,0.95,Very High Concern,0.1148,0.0022,0.0019,0.2917,0.0002,0.5766
13129,0.1688,0.2387,0.108,0.88,Very High Vulnerability,0.85,Very High Concern,0.1584,0.0001,0.0102,0.0374,0.0007,0.7752
13239,0.1556,0.2329,0.0991,0.94,Very High Vulnerability,0.9,Very High Concern,0.0074,0.0,0.0734,0.519,0.0017,0.3705
16021,0.185,0.2491,0.1203,0.31,Low Vulnerability,0.54,Moderate Concern,0.0498,0.0133,0.0089,0.0053,0.0055,0.9035
13289,0.1478,0.2184,0.0935,0.76,High Vulnerability,0.88,Very High Concern,0.0072,0.0,0.0021,0.4285,0.0,0.5505
13173,0.188,0.2723,0.1224,0.87,Very High Vulnerability,0.92,Very High Concern,0.0572,0.0016,0.002,0.2439,0.0,0.6861
13193,0.1556,0.2329,0.0991,0.93,Very High Vulnerability,0.93,Very High Concern,0.0429,0.0,0.0039,0.6147,0.0001,0.3233
13259,0.1556,0.2329,0.0991,0.92,Very High Vulnerability,0.95,Very High Concern,0.1875,0.0014,0.0323,0.5242,0.0,0.2338
16061,0.1868,0.2457,0.1225,0.57,Moderate Vulnerability,0.64,High Concern,0.0456,0.0774,0.0138,0.0013,0.0003,0.8382
13183,0.1645,0.2508,0.1016,0.83,Very High Vulnerability,0.79,High Concern,0.1128,0.0017,0.0097,0.2482,0.0044,0.5789
13249,0.1556,0.2329,0.0991,0.82,Very High Vulnerability,0.71,High Concern,0.0651,0.0,0.0,0.2513,0.0,0.6799
13135,0.1178,0.1758,0.0724,0.43,Moderate Vulnerability,0.52,Moderate Concern,0.2117,0.0017,0.116,0.2702,0.0002,0.3729
13225,0.1478,0.2184,0.0935,0.94,Very High Vulnerability,0.85,Very High Concern,0.0771,0.0008,0.0101,0.4466,0.001,0.4577
16069,0.1868,0.2457,0.1225,0.51,Moderate Vulnerability,0.3,Low Concern,0.0393,0.0584,0.0077,0.0036,0.0001,0.8696
16005,0.2022,0.2727,0.1315,0.58,Moderate Vulnerability,0.25,Low Concern,0.0861,0.0255,0.0175,0.0069,0.0016,0.8368
16035,0.1868,0.2457,0.1225,0.44,Moderate Vulnerability,0.36,Low Concern,0.0423,0.022,0.004,0.0053,0.0023,0.9025
13273,0.1784,0.2645,0.1148,0.96,Very High Vulnerability,0.86,Very High Concern,0.0282,0.0,0.031,0.5811,0.0,0.3561
13143,0.1649,0.2381,0.1045,0.54,Moderate Vulnerability,0.59,Moderate Concern,0.017,0.0007,0.0041,0.0507,0.0,0.9087
16045,0.1683,0.2209,0.1094,0.66,High Vulnerability,0.56,Moderate Concern,0.0837,0.0111,0.0057,0.0012,0.0,0.8774
13199,0.1696,0.2496,0.1076,0.87,Very High Vulnerability,0.84,Very High Concern,0.022,0.0009,0.0025,0.3974,0.0,0.5635
16055,0.193,0.254,0.1259,0.23,Low Vulnerability,0.11,Very Low Concern,0.0462,0.0125,0.0084,0.003,0.001,0.9063
13265,0.1623,0.2462,0.1043,0.91,Very High Vulnerability,0.85,Very High Concern,0.0397,0.0,0.0074,0.6207,0.0,0.3277
16043,0.2011,0.2729,0.1324,0.51,Moderate Vulnerability,0.32,Low Concern,0.1251,0.0008,0.0018,0.0015,0.0063,0.8485
13181,0.1623,0.2462,0.1043,0.56,Moderate Vulnerability,0.85,Very High Concern,0.0182,0.0005,0.0,0.3097,0.0003,0.6618
13185,0.1592,0.2425,0.1003,0.87,Very High Vulnerability,0.82,Very High Concern,0.0566,0.0033,0.0174,0.3636,0.0007,0.5378
16083,0.2016,0.2677,0.1317,0.5,Moderate Vulnerability,0.26,Low Concern,0.1637,0.0053,0.0171,0.0081,0.0005,0.7904
13209,0.1864,0.2692,0.1219,0.85,Very High Vulnerability,0.93,Very High Concern,0.0659,0.0,0.0018,0.2575,0.0,0.6533
13247,0.1524,0.2262,0.0957,0.55,Moderate Vulnerability,0.5,Moderate Concern,0.1022,0.0009,0.0198,0.5377,0.002,0.3172
13151,0.1368,0.2043,0.0846,0.31,Low Vulnerability,0.48,Moderate Concern,0.0682,0.0006,0.0329,0.4343,0.0,0.4342
13207,0.1478,0.2184,0.0935,0.46,Moderate Vulnerability,0.58,Moderate Concern,0.0232,0.0015,0.0091,0.232,0.0,0.7241
13237,0.1478,0.2184,0.0935,0.43,Moderate Vulnerability,0.56,Moderate Concern,0.0635,0.0,0.005,0.262,0.0,0.6569
16023,0.1868,0.2457,0.1225,0.25,Low Vulnerability,0.37,Low Concern,0.0511,0.0,0.0,0.0015,0.0,0.9473
27011,0.0719,0.1093,0.0385,0.2,Low Vulnerability,0.26,Low Concern,0.0182,0.0028,0.0,0.0006,0.0,0.9606
15007,0.061,0.0979,0.0326,0.31,Low Vulnerability,0.18,Very Low Concern,0.1105,0.0036,0.3107,0.004,0.0804,0.2952
13121,0.1085,0.1651,0.066,0.53,Moderate Vulnerability,0.52,Moderate Concern,0.0722,0.0016,0.0703,0.4361,0.0002,0.3964
13171,0.1683,0.2448,0.1072,0.49,Moderate Vulnerability,0.79,High Concern,0.0245,0.0014,0.0048,0.294,0.0,0.6516
13261,0.1556,0.2329,0.0991,0.98,Very High Vulnerability,0.76,High Concern,0.0569,0.0,0.0136,0.5212,0.0,0.3938
13141,0.1623,0.2462,0.1043,0.8,High Vulnerability,0.9,Very High Concern,0.0167,0.0,0.0036,0.7313,0.0014,0.2431
13227,0.1688,0.2387,0.108,0.28,Low Vulnerability,0.39,Low Concern,0.0309,0.0092,0.0043,0.0103,0.0005,0.8662
16075,0.1683,0.2209,0.1094,0.6,High Vulnerability,0.29,Low Concern,0.1734,0.0059,0.0086,0.0008,0.0006,0.7842
13217,0.1524,0.2262,0.0957,0.71,High Vulnerability,0.68,High Concern,0.0558,0.0016,0.0106,0.4433,0.0008,0.4644
13291,0.1469,0.2076,0.0934,0.31,Low Vulnerability,0.43,Moderate Concern,0.0331,0.0055,0.0031,0.0074,0.0,0.9386
16013,0.2013,0.2776,0.1338,0.32,Low Vulnerability,0.29,Low Concern,0.2263,0.0071,0.0085,0.0044,0.0009,0.7463
13281,0.1469,0.2076,0.0934,0.33,Low Vulnerability,0.4,Moderate Concern,0.0274,0.0035,0.0052,0.0127,0.0,0.9409
13271,0.1864,0.2692,0.1219,0.84,Very High Vulnerability,0.97,Very High Concern,0.1141,0.0003,0.0002,0.385,0.0,0.4894
13131,0.1784,0.2645,0.1148,0.93,Very High Vulnerability,0.94,Very High Concern,0.1146,0.0051,0.0056,0.2887,0.0,0.5797
13195,0.1503,0.215,0.0953,0.64,High Vulnerability,0.74,High Concern,0.0546,0.0034,0.0038,0.1064,0.0,0.8185
16067,0.2013,0.2776,0.1338,0.68,High Vulnerability,0.51,Moderate Concern,0.3527,0.0123,0.0027,0.0015,0.0,0.6201
13301,0.1623,0.2462,0.1043,0.89,Very High Vulnerability,0.91,Very High Concern,0.0047,0.0,0.006,0.6111,0.0,0.3749
13251,0.1576,0.2346,0.0986,0.85,Very High Vulnerability,0.93,Very High Concern,0.0217,0.0017,0.0074,0.4163,0.0,0.5446
16003,0.1868,0.2457,0.1225,0.29,Low Vulnerability,0.35,Low Concern,0.0359,0.0176,0.0,0.0039,0.002,0.9212
16047,0.2013,0.2776,0.1338,0.71,High Vulnerability,0.68,High Concern,0.2907,0.0031,0.0092,0.0009,0.0022,0.6786
16057,0.185,0.2491,0.1203,0.25,Low Vulnerability,0.32,Low Concern,0.0437,0.0104,0.0226,0.0116,0.0005,0.887
13123,0.1688,0.2387,0.108,0.56,Moderate Vulnerability,0.71,High Concern,0.1158,0.0027,0.0045,0.0041,0.0001,0.8587
13279,0.1864,0.2692,0.1219,0.98,Very High Vulnerability,0.81,Very High Concern,0.1169,0.0001,0.0091,0.2555,0.0,0.6024
13187,0.1469,0.2076,0.0934,0.43,Moderate Vulnerability,0.65,High Concern,0.0484,0.0022,0.0082,0.0204,0.0014,0.9056
16011,0.2012,0.2729,0.1323,0.51,Moderate Vulnerability,0.26,Low Concern,0.1799,0.0513,0.0057,0.0028,0.0005,0.7373
16033,0.1868,0.2457,0.1225,0.89,Very High Vulnerability,0.7,High Concern,0.4852,0.046,0.0,0.0077,0.0,0.4611
16077,0.2022,0.2727,0.1315,0.52,Moderate Vulnerability,0.45,Moderate Concern,0.341,0.0429,0.0,0.0008,0.0004,0.6132
13215,0.1496,0.2319,0.0927,0.9,Very High Vulnerability,0.7,High Concern,0.0761,0.004,0.0246,0.4561,0.0014,0.4035
13245,0.1604,0.2466,0.0995,0.93,Very High Vulnerability,0.72,High Concern,0.0492,0.0024,0.0178,0.5558,0.0021,0.3453
13153,0.1434,0.2143,0.0894,0.57,Moderate Vulnerability,0.65,High Concern,0.0653,0.0031,0.0322,0.307,0.0001,0.5625
13219,0.1503,0.215,0.0953,0.04,Very Low Vulnerability,0.25,Low Concern,0.0529,0.0007,0.0368,0.0523,0.0007,0.8414
13253,0.1784,0.2645,0.1148,0.83,Very High Vulnerability,0.83,Very High Concern,0.0321,0.0,0.0078,0.3289,0.0,0.6151
13229,0.188,0.2723,0.1224,0.66,High Vulnerability,0.81,Very High Concern,0.0505,0.0041,0.0,0.0935,0.0,0.8403
16015,0.1868,0.2457,0.1225,0.07,Very Low Vulnerability,0.29,Low Concern,0.0458,0.0043,0.0096,0.0026,0.0,0.9093
16065,0.2011,0.2729,0.1324,0.4,Moderate Vulnerability,0.35,Low Concern,0.0758,0.0014,0.0156,0.0017,0.0016,0.883
13133,0.1503,0.215,0.0953,0.54,Moderate Vulnerability,0.6,Moderate Concern,0.0605,0.0,0.0114,0.35,0.0002,0.5752
13269,0.1556,0.2329,0.0991,0.92,Very High Vulnerability,0.91,Very High Concern,0.0262,0.0,0.0184,0.3796,0.0,0.5732
16025,0.2013,0.2776,0.1338,0.13,Very Low Vulnerability,0.4,Moderate Concern,0.0162,0.0,0.0,0.0,0.0,0.9809
13149,0.1696,0.2496,0.1076,0.72,High Vulnerability,0.81,Very High Concern,0.0274,0.0003,0.0053,0.0873,0.0009,0.8476
16041,0.2022,0.2727,0.1315,0.14,Very Low Vulnerability,0.33,Low Concern,0.0675,0.0054,0.0015,0.0026,0.0001,0.9108
13179,0.1645,0.2508,0.1016,0.89,Very High Vulnerability,0.76,High Concern,0.1261,0.0043,0.0196,0.401,0.005,0.3887
13139,0.1488,0.2116,0.0943,0.66,High Vulnerability,0.63,High Concern,0.2839,0.0015,0.0178,0.0708,0.0001,0.6082
13263,0.1556,0.2329,0.0991,0.86,Very High Vulnerability,0.92,Very High Concern,0.006,0.0003,0.0055,0.5773,0.0,0.4069
16073,0.1919,0.2592,0.1235,0.82,Very High Vulnerability,0.61,High Concern,0.2624,0.0275,0.0011,0.0053,0.0,0.685
13205,0.1784,0.2645,0.1148,0.99,Very High Vulnerability,0.93,Very High Concern,0.0458,0.0028,0.002,0.4636,0.0005,0.4585
13293,0.1683,0.2448,0.1072,0.85,Very High Vulnerability,0.79,High Concern,0.0231,0.0064,0.0045,0.2714,0.0076,0.6721
13197,0.1556,0.2329,0.0991,0.85,Very High Vulnerability,0.83,Very High Concern,0.0728,0.0017,0.0091,0.3046,0.0062,0.5923
13235,0.1434,0.2143,0.0894,0.85,Very High Vulnerability,0.79,High Concern,0.0313,0.0012,0.0027,0.377,0.0,0.5739
13283,0.1728,0.2541,0.1117,0.95,Very High Vulnerability,0.96,Very High Concern,0.0132,0.0,0.0,0.2637,0.0,0.7205
13189,0.1623,0.2462,0.1043,0.94,Very High Vulnerability,0.83,Very High Concern,0.0306,0.0,0.0044,0.399,0.0123,0.5352
16079,0.185,0.2491,0.1203,0.76,High Vulnerability,0.56,Moderate Concern,0.0356,0.0299,0.0007,0.0034,0.0,0.912
13177,0.1552,0.2382,0.0982,0.35,Low Vulnerability,0.51,Moderate Concern,0.0298,0.0007,0.0245,0.207,0.0012,0.7164
13221,0.1503,0.215,0.0953,0.52,Moderate Vulnerability,0.73,High Concern,0.0457,0.0004,0.0021,0.1757,0.0,0.7564
13155,0.1747,0.2552,0.1121,0.84,Very High Vulnerability,0.91,Very High Concern,0.0383,0.0012,0.0041,0.2829,0.0,0.6678
16001,0.1771,0.2342,0.114,0.14,Very Low Vulnerability,0.13,Very Low Concern,0.082,0.0039,0.0247,0.0128,0.0014,0.8466
13125,0.1623,0.2462,0.1043,0.69,High Vulnerability,0.81,Very High Concern,0.0123,0.003,0.0,0.1021,0.0003,0.8738
16039,0.2013,0.2776,0.1338,0.59,Moderate Vulnerability,0.54,Moderate Concern,0.1707,0.0136,0.026,0.026,0.0036,0.7264
16059,0.1868,0.2457,0.1225,0.3,Low Vulnerability,0.5,Moderate Concern,0.0342,0.0027,0.0,0.0004,0.001,0.9328
13277,0.1747,0.2552,0.1121,0.88,Very High Vulnerability,0.83,Very High Concern,0.1178,0.0026,0.0135,0.295,0.0,0.5585
16049,0.1868,0.2457,0.1225,0.54,Moderate Vulnerability,0.47,Moderate Concern,0.034,0.0372,0.004,0.0014,0.0002,0.9096
13213,0.1688,0.2387,0.108,0.71,High Vulnerability,0.81,Very High Concern,0.1504,0.0013,0.0034,0.0104,0.0,0.8254
13147,0.1656,0.2358,0.1061,0.72,High Vulnerability,0.77,High Concern,0.0365,0.0002,0.0093,0.1924,0.0,0.7481
13255,0.1683,0.2448,0.1072,0.87,Very High Vulnerability,0.78,High Concern,0.0456,0.004,0.0098,0.3409,0.0,0.5852
13243,0.1556,0.2329,0.0991,0.97,Very High Vulnerability,0.77,High Concern,0.0141,0.0,0.0,0.624,0.0,0.3465
13299,0.188,0.2723,0.1224,0.84,Very High Vulnerability,0.77,High Concern,0.041,0.0056,0.0105,0.2984,0.0006,0.6335
16009,0.185,0.2491,0.1203,0.73,High Vulnerability,0.43,Moderate Concern,0.0363,0.0797,0.0032,0.0007,0.0078,0.8464
16031,0.2016,0.2677,0.1317,0.67,High Vulnerability,0.27,Low Concern,0.2721,0.0108,0.0059,0.0022,0.0002,0.6984
13285,0.1696,0.2496,0.1076,0.9,Very High Vulnerability,0.81,Very High Concern,0.0368,0.0019,0.0217,0.3611,0.0,0.5628
17135,0.1017,0.1692,0.0633,0.39,Low Vulnerability,0.39,Low Concern,0.0177,0.0017,0.0025,0.0374,0.0005,0.9325
18069,0.1383,0.1858,0.0882,0.12,Very Low Vulnerability,0.58,Moderate Concern,0.0246,0.0043,0.0072,0.009,0.0008,0.9477
17199,0.0985,0.168,0.0603,0.48,Moderate Vulnerability,0.37,Low Concern,0.0264,0.002,0.0117,0.041,0.0,0.897
16085,0.1868,0.2457,0.1225,0.09,Very Low Vulnerability,0.18,Very Low Concern,0.0462,0.0021,0.0024,0.0006,0.0,0.9459
17173,0.0986,0.1641,0.0612,0.09,Very Low Vulnerability,0.38,Low Concern,0.0105,0.0008,0.0029,0.0068,0.0004,0.9722
18023,0.139,0.1908,0.0873,0.57,Moderate Vulnerability,0.78,High Concern,0.1586,0.0016,0.0035,0.0067,0.001,0.8214
17007,0.0888,0.1478,0.0541,0.47,Moderate Vulnerability,0.35,Low Concern,0.218,0.003,0.0118,0.0209,0.0,0.73
18033,0.1483,0.1966,0.0976,0.23,Low Vulnerability,0.61,High Concern,0.028,0.0005,0.0033,0.0057,0.0,0.9501
17017,0.1042,0.1739,0.0646,0.7,High Vulnerability,0.66,High Concern,0.1891,0.0018,0.0036,0.0431,0.0001,0.7548
17109,0.0965,0.1625,0.0593,0.52,Moderate Vulnerability,0.54,Moderate Concern,0.0277,0.001,0.0214,0.0467,0.0,0.8787
18077,0.1417,0.1922,0.089,0.44,Moderate Vulnerability,0.57,Moderate Concern,0.028,0.0019,0.0089,0.0207,0.0,0.9259
17081,0.1002,0.1676,0.0618,0.81,Very High Vulnerability,0.29,Low Concern,0.0267,0.0014,0.0115,0.0834,0.0001,0.8555
17045,0.0958,0.1619,0.0591,0.34,Low Vulnerability,0.49,Moderate Concern,0.0121,0.0007,0.0018,0.0018,0.0,0.9816
17071,0.0965,0.1625,0.0593,0.07,Very Low Vulnerability,0.15,Very Low Concern,0.0181,0.0,0.0057,0.0013,0.0,0.9595
17047,0.1039,0.1725,0.0652,0.24,Low Vulnerability,0.43,Moderate Concern,0.0138,0.0006,0.0028,0.0079,0.0,0.9648
17101,0.1055,0.1745,0.0657,0.78,High Vulnerability,0.66,High Concern,0.0384,0.0097,0.0054,0.0825,0.0,0.8456
17025,0.1055,0.1745,0.0657,0.61,High Vulnerability,0.37,Low Concern,0.0013,0.0024,0.0032,0.0081,0.0,0.9608
18013,0.1343,0.1795,0.0845,0.06,Very Low Vulnerability,0.37,Low Concern,0.0172,0.0,0.0073,0.0065,0.0,0.9566
18043,0.1268,0.1707,0.0788,0.17,Very Low Vulnerability,0.34,Low Concern,0.0328,0.004,0.0107,0.0509,0.0,0.8782
17037,0.0796,0.136,0.0475,0.49,Moderate Vulnerability,0.38,Low Concern,0.1115,0.0005,0.0227,0.0776,0.0,0.7681
17089,0.0747,0.1256,0.0449,0.42,Moderate Vulnerability,0.34,Low Concern,0.3187,0.0009,0.0401,0.0529,0.0004,0.5705
17183,0.106,0.1813,0.0653,0.81,Very High Vulnerability,0.66,High Concern,0.0503,0.0026,0.0098,0.1397,0.0002,0.7823
17111,0.079,0.1285,0.0481,0.07,Very Low Vulnerability,0.22,Low Concern,0.1309,0.0007,0.0278,0.0137,0.0,0.8108
17153,0.1039,0.1725,0.0652,0.69,High Vulnerability,0.69,High Concern,0.0232,0.0011,0.0013,0.3022,0.0,0.6365
17055,0.0985,0.168,0.0603,0.61,High Vulnerability,0.69,High Concern,0.0168,0.0022,0.0043,0.0073,0.0007,0.9585
18005,0.1149,0.1549,0.0706,0.36,Low Vulnerability,0.55,Moderate Concern,0.0676,0.0022,0.074,0.0154,0.0005,0.8149
18035,0.1287,0.1824,0.0792,0.57,Moderate Vulnerability,0.59,Moderate Concern,0.0248,0.0009,0.0143,0.0686,0.0008,0.868
17165,0.1039,0.1725,0.0652,0.86,Very High Vulnerability,0.49,Moderate Concern,0.0178,0.0022,0.0072,0.0263,0.0023,0.9151
18087,0.1483,0.1966,0.0976,0.37,Low Vulnerability,0.94,Very High Concern,0.0405,0.0006,0.0005,0.0019,0.0001,0.9412
17119,0.0864,0.1441,0.0523,0.3,Low Vulnerability,0.2,Low Concern,0.0326,0.0018,0.0104,0.0854,0.0001,0.8507
18057,0.0847,0.1112,0.052,0.03,Very Low Vulnerability,0.24,Low Concern,0.04,0.0019,0.0593,0.0389,0.0002,0.8367
17175,0.0894,0.1509,0.0547,0.06,Very Low Vulnerability,0.23,Low Concern,0.0174,0.0,0.0094,0.0097,0.0,0.9543
18059,0.132,0.1761,0.0835,0.02,Very Low Vulnerability,0.36,Low Concern,0.0236,0.0,0.008,0.0237,0.0,0.9238
18025,0.125,0.1705,0.0779,0.39,Low Vulnerability,0.8,High Concern,0.0149,0.0009,0.0,0.0039,0.0,0.9605
16087,0.1683,0.2209,0.1094,0.85,Very High Vulnerability,0.67,High Concern,0.1703,0.0099,0.0037,0.0019,0.0,0.7893
