fips,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White
48407,0.1365,0.206,0.093,0.69,High Vulnerability,0.89,Very High Concern,0.1311,0.0077,0.0003,0.0893,0.0004,0.7467
48409,0.1183,0.18,0.0772,0.83,Very High Vulnerability,0.97,Very High Concern,0.5779,0.0018,0.0099,0.0146,0.0005,0.3839
48419,0.1428,0.2169,0.0983,0.95,Very High Vulnerability,0.99,Very High Concern,0.1832,0.0014,0.0045,0.1895,0.0,0.6158
48411,0.1264,0.1929,0.0847,0.73,High Vulnerability,0.97,Very High Concern,0.301,0.0,0.0015,0.0202,0.0,0.6421
48413,0.1235,0.1873,0.0822,0.59,Moderate Vulnerability,0.96,Very High Concern,0.5297,0.0,0.0,0.0054,0.0037,0.4613
48423,0.116,0.1766,0.0768,0.75,High Vulnerability,0.67,High Concern,0.195,0.003,0.0168,0.1722,0.0009,0.5973
48433,0.1278,0.1901,0.086,0.32,Low Vulnerability,0.79,High Concern,0.2127,0.0,0.0,0.0203,0.0,0.7588
48431,0.1235,0.1873,0.0822,0.41,Moderate Vulnerability,0.8,Very High Concern,0.5207,0.0,0.0,0.0,0.0,0.4695
48435,0.1235,0.1873,0.0822,0.6,High Vulnerability,0.94,Very High Concern,0.6564,0.0003,0.0,0.0008,0.0016,0.341
48479,0.1039,0.1663,0.0674,0.95,Very High Vulnerability,0.99,Very High Concern,0.9547,0.0004,0.0048,0.0029,0.0001,0.0353
48453,0.0916,0.1391,0.0588,0.38,Low Vulnerability,0.69,High Concern,0.3381,0.0017,0.0662,0.0786,0.0003,0.4896
51101,0.0581,0.114,0.0399,0.04,Very Low Vulnerability,0.06,Very Low Concern,0.0265,0.0081,0.012,0.1607,0.0,0.7677
51103,0.0613,0.1235,0.0424,0.16,Very Low Vulnerability,0.11,Very Low Concern,0.0062,0.0,0.0084,0.3082,0.0,0.6748
51093,0.0638,0.1301,0.0434,0.34,Low Vulnerability,0.14,Very Low Concern,0.0305,0.0035,0.0091,0.2219,0.0007,0.7067
51111,0.0714,0.1474,0.0497,0.86,Very High Vulnerability,0.5,Moderate Concern,0.0496,0.0,0.0277,0.311,0.0,0.594
51109,0.0611,0.1213,0.0423,0.33,Low Vulnerability,0.21,Low Concern,0.0294,0.0025,0.0058,0.1472,0.0,0.7804
51095,0.0481,0.0973,0.0328,0.12,Very Low Vulnerability,0.01,Very Low Concern,0.0576,0.0007,0.0242,0.129,0.0001,0.7559
51097,0.0613,0.1235,0.0424,0.32,Low Vulnerability,0.28,Low Concern,0.0321,0.0004,0.0,0.2617,0.0,0.6616
51107,0.0371,0.0718,0.0258,0.09,Very Low Vulnerability,0.05,Very Low Concern,0.1362,0.0022,0.1846,0.0726,0.0008,0.5611
51105,0.0804,0.1596,0.0556,0.81,Very High Vulnerability,0.65,High Concern,0.0198,0.0017,0.0026,0.039,0.0,0.929
51099,0.0617,0.1231,0.0421,0.02,Very Low Vulnerability,0.2,Very Low Concern,0.0536,0.0014,0.0134,0.1625,0.0,0.7342
51113,0.0612,0.1195,0.0417,0.16,Very Low Vulnerability,0.32,Low Concern,0.0289,0.0,0.0084,0.0825,0.0,0.8465
51590,0.0672,0.1388,0.0461,0.96,Very High Vulnerability,0.43,Moderate Concern,0.0432,0.0008,0.0118,0.4876,0.0008,0.4239
51600,0.0375,0.0755,0.0264,0.24,Low Vulnerability,0.02,Very Low Concern,0.1718,0.0,0.1717,0.0492,0.0,0.5622
51620,0.0638,0.1301,0.0434,0.72,High Vulnerability,0.36,Low Concern,0.011,0.0,0.0126,0.5668,0.0,0.3686
51630,0.0576,0.1174,0.0395,0.56,Moderate Vulnerability,0.33,Low Concern,0.1068,0.0022,0.0267,0.2065,0.0014,0.5942
51680,0.0668,0.1405,0.0457,0.74,High Vulnerability,0.31,Low Concern,0.0417,0.0021,0.0244,0.2836,0.0001,0.6234
51683,0.0569,0.1118,0.0383,0.44,Moderate Vulnerability,0.07,Very Low Concern,0.3664,0.0037,0.0514,0.1321,0.0008,0.4083
51735,0.0481,0.0973,0.0328,0.01,Very Low Vulnerability,0.07,Very Low Concern,0.028,0.0008,0.0247,0.0112,0.0,0.9144
51730,0.0682,0.1444,0.0469,0.96,Very High Vulnerability,0.54,Moderate Concern,0.049,0.0024,0.009,0.7629,0.0008,0.1507
51720,0.0804,0.1596,0.0556,0.91,Very High Vulnerability,0.44,Moderate Concern,0.0121,0.0,0.0463,0.0307,0.0,0.8859
51775,0.0676,0.1406,0.0448,0.31,Low Vulnerability,0.06,Very Low Concern,0.0329,0.0013,0.0167,0.0656,0.0009,0.8529
51830,0.0481,0.0973,0.0328,0.38,Low Vulnerability,0.34,Low Concern,0.0705,0.0027,0.0645,0.1505,0.0,0.6772
51790,0.0678,0.1359,0.0467,0.44,Moderate Vulnerability,0.22,Low Concern,0.0311,0.0031,0.0138,0.1096,0.0013,0.8106
51820,0.0678,0.1359,0.0467,0.6,High Vulnerability,0.32,Low Concern,0.0808,0.0041,0.0108,0.1341,0.0033,0.7514
51750,0.0634,0.1316,0.0432,0.41,Moderate Vulnerability,0.46,Moderate Concern,0.029,0.0002,0.0155,0.098,0.0002,0.8329
51800,0.0638,0.1301,0.0434,0.35,Low Vulnerability,0.12,Very Low Concern,0.0437,0.0017,0.019,0.4105,0.0002,0.493
51760,0.0611,0.1325,0.0404,0.77,High Vulnerability,0.4,Moderate Concern,0.0691,0.0012,0.0209,0.4658,0.0001,0.408
51810,0.055,0.114,0.0368,0.19,Very Low Vulnerability,0.14,Very Low Concern,0.0817,0.0021,0.0658,0.1842,0.0008,0.6171
51770,0.0676,0.1406,0.0448,0.8,Very High Vulnerability,0.42,Moderate Concern,0.0627,0.0021,0.0294,0.2806,0.0002,0.585
53015,0.0833,0.133,0.0606,0.79,High Vulnerability,0.52,Moderate Concern,0.0897,0.0109,0.0127,0.0071,0.002,0.8363
53025,0.0849,0.1376,0.0621,0.85,Very High Vulnerability,0.71,High Concern,0.4157,0.0087,0.0089,0.0084,0.0003,0.5397
53035,0.0731,0.1153,0.0523,0.28,Low Vulnerability,0.27,Low Concern,0.0777,0.0085,0.0473,0.0257,0.008,0.7669
53027,0.0821,0.128,0.0599,0.84,Very High Vulnerability,0.64,High Concern,0.0996,0.0384,0.0151,0.0112,0.0027,0.7941
53049,0.0833,0.133,0.0606,0.74,High Vulnerability,0.5,Moderate Concern,0.0978,0.0224,0.0168,0.0035,0.004,0.8186
53051,0.0894,0.1416,0.0654,0.54,Moderate Vulnerability,0.55,Moderate Concern,0.0385,0.0389,0.0097,0.0037,0.0,0.8845
53017,0.0753,0.1215,0.0548,0.77,High Vulnerability,0.53,Moderate Concern,0.316,0.0059,0.0069,0.0045,0.0027,0.6416
55013,0.1528,0.2039,0.0906,0.17,Very Low Vulnerability,0.16,Very Low Concern,0.0186,0.04,0.0034,0.0056,0.0001,0.9037
55005,0.1646,0.2164,0.1004,0.33,Low Vulnerability,0.17,Very Low Concern,0.025,0.0073,0.0069,0.0152,0.0,0.933
54103,0.1072,0.171,0.0822,0.48,Moderate Vulnerability,0.45,Moderate Concern,0.0086,0.0,0.0,0.0106,0.0,0.9692
55015,0.1483,0.1955,0.0878,0.02,Very Low Vulnerability,0.06,Very Low Concern,0.0429,0.0054,0.0241,0.0084,0.0,0.9091
55023,0.1611,0.2126,0.0959,0.4,Low Vulnerability,0.23,Low Concern,0.0154,0.0035,0.0054,0.0191,0.0,0.9438
55021,0.1546,0.2019,0.0924,0.12,Very Low Vulnerability,0.05,Very Low Concern,0.034,0.0045,0.0076,0.0134,0.0003,0.9264
55007,0.1528,0.2039,0.0906,0.1,Very Low Vulnerability,0.1,Very Low Concern,0.02,0.0992,0.0048,0.0083,0.0,0.8457
54101,0.1042,0.1637,0.0798,0.75,High Vulnerability,0.5,Moderate Concern,0.0006,0.0,0.0,0.0002,0.0004,0.9959
54099,0.1027,0.1604,0.0789,0.6,High Vulnerability,0.45,Moderate Concern,0.0066,0.0015,0.0028,0.0086,0.0,0.9731
55019,0.1646,0.2164,0.1004,0.54,Moderate Vulnerability,0.67,High Concern,0.0469,0.0023,0.0039,0.0028,0.0,0.9306
5019,0.2031,0.2502,0.133,0.79,High Vulnerability,0.66,High Concern,0.0473,0.0036,0.007,0.2424,0.0003,0.6869
1021,0.1806,0.24,0.1383,0.76,High Vulnerability,0.84,Very High Concern,0.0785,0.0009,0.0044,0.0917,0.0,0.8013
1113,0.1676,0.2337,0.1274,0.91,Very High Vulnerability,0.84,Very High Concern,0.0549,0.0026,0.0087,0.4341,0.0004,0.4607
5063,0.2177,0.2654,0.1452,0.75,High Vulnerability,0.47,Moderate Concern,0.0631,0.0019,0.0071,0.0181,0.0002,0.8871
1085,0.1685,0.2233,0.1272,0.92,Very High Vulnerability,0.87,Very High Concern,0.005,0.0013,0.0,0.7436,0.0,0.2466
1049,0.1898,0.2459,0.146,0.8,Very High Vulnerability,0.8,High Concern,0.1455,0.0107,0.0012,0.0143,0.0021,0.8044
1075,0.1855,0.2404,0.1431,0.63,High Vulnerability,0.77,High Concern,0.0165,0.0002,0.0012,0.1065,0.0,0.8599
1051,0.1685,0.2233,0.1272,0.54,Moderate Vulnerability,0.6,High Concern,0.0296,0.0026,0.0054,0.2123,0.0,0.7316
1105,0.1808,0.2526,0.139,0.99,Very High Vulnerability,0.9,Very High Concern,0.0118,0.0003,0.0009,0.6931,0.0,0.2934
1029,0.1783,0.235,0.1368,0.54,Moderate Vulnerability,0.81,Very High Concern,0.0246,0.0009,0.0002,0.0275,0.0,0.9269
4027,0.1475,0.2352,0.1122,0.99,Very High Vulnerability,0.96,Very High Concern,0.6376,0.0092,0.0119,0.0168,0.0006,0.3097
5029,0.2091,0.2576,0.1378,0.76,High Vulnerability,0.77,High Concern,0.0392,0.0025,0.003,0.1026,0.0,0.8159
1041,0.1758,0.2304,0.1343,0.69,High Vulnerability,0.84,Very High Concern,0.0079,0.0066,0.0126,0.2313,0.0007,0.7098
1093,0.1833,0.2383,0.1412,0.67,High Vulnerability,0.88,Very High Concern,0.026,0.0047,0.0018,0.0343,0.0,0.9185
2275,0.2361,0.2884,0.1704,0.56,Moderate Vulnerability,0.79,High Concern,0.0504,0.2218,0.0072,0.0004,0.0036,0.6187
1115,0.1854,0.2362,0.1416,0.37,Low Vulnerability,0.56,Moderate Concern,0.0242,0.0035,0.008,0.0957,0.0001,0.8587
2122,0.186,0.2185,0.1373,0.41,Moderate Vulnerability,0.64,High Concern,0.0415,0.0772,0.0157,0.0054,0.0033,0.7992
1059,0.1738,0.229,0.1325,0.84,Very High Vulnerability,0.83,Very High Concern,0.1716,0.0028,0.0037,0.0429,0.0,0.7685
4019,0.1371,0.2136,0.1032,0.88,Very High Vulnerability,0.86,Very High Concern,0.3725,0.0245,0.0279,0.0326,0.0014,0.5173
5021,0.2134,0.2631,0.1391,0.65,High Vulnerability,0.65,High Concern,0.0206,0.003,0.0003,0.0067,0.0,0.9534
2180,0.2361,0.2884,0.1704,0.93,Very High Vulnerability,0.85,Very High Concern,0.0274,0.7435,0.0153,0.0083,0.0014,0.1466
5073,0.2112,0.2589,0.1377,0.79,High Vulnerability,0.89,Very High Concern,0.0268,0.0041,0.004,0.3576,0.0,0.5859
2020,0.1648,0.1981,0.1189,0.46,Moderate Vulnerability,0.51,Moderate Concern,0.0917,0.0737,0.0943,0.0528,0.0241,0.579
5055,0.2134,0.2631,0.1391,0.58,Moderate Vulnerability,0.51,Moderate Concern,0.0285,0.0027,0.0036,0.0192,0.0003,0.93
4011,0.1638,0.2442,0.1252,0.62,High Vulnerability,0.74,High Concern,0.468,0.0358,0.0055,0.0205,0.0,0.4662
1001,0.1685,0.2233,0.1272,0.44,Moderate Vulnerability,0.61,High Concern,0.0283,0.0025,0.0103,0.19,0.0001,0.746
2198,0.2361,0.2884,0.1704,0.77,High Vulnerability,0.82,Very High Concern,0.0386,0.3849,0.0142,0.0045,0.0062,0.4526
5009,0.2042,0.2445,0.1346,0.44,Moderate Vulnerability,0.32,Low Concern,0.0249,0.0057,0.0037,0.0033,0.0009,0.9387
1011,0.1676,0.2337,0.1274,0.89,Very High Vulnerability,0.84,Very High Concern,0.0256,0.0,0.0049,0.748,0.0,0.2138
5043,0.2237,0.2767,0.1495,0.8,Very High Vulnerability,0.64,High Concern,0.0343,0.0,0.0033,0.2861,0.0,0.6628
2220,0.2361,0.2884,0.1704,0.4,Moderate Vulnerability,0.68,High Concern,0.0676,0.123,0.0666,0.0071,0.0009,0.6157
5045,0.2095,0.2556,0.1359,0.48,Moderate Vulnerability,0.43,Moderate Concern,0.0409,0.0038,0.0133,0.1134,0.0012,0.8004
5011,0.2237,0.2767,0.1495,0.98,Very High Vulnerability,0.73,High Concern,0.1539,0.0,0.0006,0.288,0.0,0.555
1003,0.1544,0.1988,0.1169,0.22,Low Vulnerability,0.23,Low Concern,0.0456,0.0065,0.0092,0.0917,0.0,0.8307
2090,0.1897,0.2296,0.1362,0.34,Low Vulnerability,0.54,Moderate Concern,0.0805,0.0727,0.0309,0.0428,0.0051,0.6993
1013,0.1758,0.2304,0.1343,0.87,Very High Vulnerability,0.88,Very High Concern,0.014,0.0006,0.0035,0.4503,0.0,0.516
5013,0.1967,0.2479,0.1296,0.55,Moderate Vulnerability,0.68,High Concern,0.0399,0.0017,0.0,0.2148,0.0031,0.7246
2185,0.2361,0.2884,0.1704,0.73,High Vulnerability,0.92,Very High Concern,0.0203,0.5083,0.0538,0.0144,0.0186,0.3091
4012,0.1537,0.2307,0.1191,0.92,Very High Vulnerability,1.0,Very High Concern,0.2758,0.115,0.0073,0.0088,0.0005,0.574
1057,0.1855,0.2404,0.1431,0.7,High Vulnerability,0.68,High Concern,0.018,0.0,0.0047,0.1117,0.0004,0.845
1077,0.1738,0.229,0.1325,0.45,Moderate Vulnerability,0.55,Moderate Concern,0.0268,0.0039,0.0064,0.1014,0.0007,0.8472
1043,0.1805,0.2313,0.1379,0.52,Moderate Vulnerability,0.51,Moderate Concern,0.0436,0.0028,0.0038,0.0125,0.0,0.9188
5053,0.2041,0.2566,0.134,0.35,Low Vulnerability,0.38,Low Concern,0.0275,0.0015,0.0004,0.0257,0.0007,0.9257
1067,0.1768,0.2352,0.1344,0.55,Moderate Vulnerability,0.65,High Concern,0.0262,0.0018,0.004,0.2655,0.001,0.6917
2261,0.1897,0.2296,0.1362,0.27,Low Vulnerability,0.65,High Concern,0.0524,0.1389,0.0407,0.0038,0.0063,0.6931
4003,0.141,0.223,0.1076,0.91,Very High Vulnerability,0.9,Very High Concern,0.3545,0.0091,0.0193,0.0367,0.0033,0.5499
1019,0.1783,0.235,0.1368,0.45,Moderate Vulnerability,0.7,High Concern,0.0159,0.0108,0.0025,0.046,0.0,0.9172
1107,0.1687,0.2216,0.1274,0.92,Very High Vulnerability,0.78,High Concern,0.0487,0.0014,0.0006,0.3984,0.0006,0.5365
5061,0.2154,0.2653,0.1429,0.9,Very High Vulnerability,0.86,Very High Concern,0.1254,0.0023,0.0027,0.2088,0.0009,0.6414
4025,0.1371,0.2047,0.1053,0.52,Moderate Vulnerability,0.76,High Concern,0.1454,0.0127,0.0092,0.0062,0.0006,0.8046
5027,0.1967,0.2479,0.1296,0.94,Very High Vulnerability,0.63,High Concern,0.0271,0.0019,0.0107,0.3592,0.0,0.5927
2110,0.1897,0.2296,0.1362,0.3,Low Vulnerability,0.54,Moderate Concern,0.0678,0.1026,0.0645,0.0098,0.0099,0.6468
4001,0.2105,0.3197,0.1586,0.99,Very High Vulnerability,1.0,Very High Concern,0.0634,0.7311,0.0034,0.0052,0.0002,0.1821
1027,0.1783,0.235,0.1368,0.56,Moderate Vulnerability,0.68,High Concern,0.0314,0.0,0.0016,0.1551,0.0,0.8036
5037,0.2279,0.2857,0.152,0.7,High Vulnerability,0.69,High Concern,0.0099,0.0021,0.0003,0.1867,0.0,0.7265
1083,0.16,0.2043,0.1207,0.53,Moderate Vulnerability,0.46,Moderate Concern,0.0602,0.0068,0.0137,0.136,0.0006,0.7654
5047,0.2154,0.2653,0.1429,0.59,Moderate Vulnerability,0.58,Moderate Concern,0.0302,0.0114,0.0082,0.0095,0.0019,0.9205
2070,0.2361,0.2884,0.1704,0.87,Very High Vulnerability,0.83,Very High Concern,0.0371,0.7091,0.0135,0.0159,0.0006,0.154
5035,0.2168,0.2726,0.1417,0.93,Very High Vulnerability,0.67,High Concern,0.0256,0.0027,0.0069,0.4782,0.0004,0.4199
4017,0.2105,0.3197,0.1586,1.0,Very High Vulnerability,1.0,Very High Concern,0.1142,0.4353,0.0059,0.0074,0.0013,0.4128
1005,0.1676,0.2337,0.1274,1.0,Very High Vulnerability,0.89,Very High Concern,0.0436,0.0029,0.0048,0.4744,0.0,0.4581
1065,0.1808,0.2526,0.139,0.96,Very High Vulnerability,0.85,Very High Concern,0.0003,0.002,0.0022,0.5937,0.0,0.3953
1069,0.1768,0.2352,0.1344,0.68,High Vulnerability,0.6,Moderate Concern,0.0332,0.0025,0.0087,0.2676,0.0004,0.6646
5075,0.2134,0.2631,0.1391,0.65,High Vulnerability,0.64,High Concern,0.0155,0.0027,0.0015,0.0112,0.0001,0.9526
1091,0.1808,0.2526,0.139,0.76,High Vulnerability,0.84,Very High Concern,0.0101,0.0011,0.0,0.5356,0.0,0.4488
1035,0.1735,0.2357,0.1337,0.81,Very High Vulnerability,0.89,Very High Concern,0.0068,0.002,0.0045,0.4776,0.0,0.5005
1045,0.1768,0.2352,0.1344,0.76,High Vulnerability,0.79,High Concern,0.0651,0.0057,0.0122,0.1978,0.0001,0.6857
1089,0.145,0.1926,0.109,0.31,Low Vulnerability,0.29,Low Concern,0.0495,0.0056,0.0262,0.2405,0.0008,0.6468
1119,0.1808,0.2526,0.139,0.96,Very High Vulnerability,0.96,Very High Concern,0.0053,0.0007,0.0214,0.7192,0.0,0.2481
5015,0.2042,0.2445,0.1346,0.6,Moderate Vulnerability,0.66,High Concern,0.1496,0.0074,0.0138,0.005,0.0092,0.7962
1055,0.1797,0.2374,0.1364,0.66,High Vulnerability,0.64,High Concern,0.0388,0.0037,0.0074,0.1544,0.0002,0.7786
5039,0.1967,0.2479,0.1296,0.88,Very High Vulnerability,0.77,High Concern,0.0135,0.0056,0.0005,0.4322,0.0025,0.5313
2060,0.2361,0.2884,0.1704,0.35,Low Vulnerability,0.68,High Concern,0.0366,0.3417,0.0023,0.0057,0.0023,0.5086
1025,0.1735,0.2357,0.1337,0.85,Very High Vulnerability,0.82,Very High Concern,0.0033,0.0011,0.0043,0.4577,0.0,0.5272
1109,0.1676,0.2337,0.1274,0.9,Very High Vulnerability,0.79,High Concern,0.0225,0.0056,0.022,0.3658,0.0001,0.5602
5067,0.2265,0.2777,0.1509,0.76,High Vulnerability,0.65,High Concern,0.0289,0.0015,0.0005,0.122,0.0004,0.7683
1099,0.1735,0.2357,0.1337,0.75,High Vulnerability,0.9,Very High Concern,0.0038,0.0175,0.0027,0.4236,0.0003,0.5427
2188,0.2361,0.2884,0.1704,0.94,Very High Vulnerability,0.87,Very High Concern,0.0145,0.8207,0.01,0.0108,0.001,0.1077
5005,0.2042,0.2445,0.1346,0.28,Low Vulnerability,0.29,Low Concern,0.0238,0.0042,0.0043,0.0016,0.0004,0.9471
2158,0.2361,0.2884,0.1704,0.93,Very High Vulnerability,0.93,Very High Concern,0.0113,0.919,0.0013,0.001,0.0006,0.0358
2105,0.2361,0.2884,0.1704,0.42,Moderate Vulnerability,0.84,Very High Concern,0.0683,0.3595,0.0159,0.0304,0.0,0.4381
1015,0.1795,0.2354,0.1372,0.83,Very High Vulnerability,0.66,High Concern,0.038,0.0019,0.0088,0.2066,0.0001,0.7207
1079,0.1713,0.2221,0.1303,0.5,Moderate Vulnerability,0.8,High Concern,0.0219,0.056,0.002,0.1058,0.0008,0.7649
4005,0.1626,0.2494,0.1227,0.71,High Vulnerability,0.81,Very High Concern,0.1411,0.2576,0.0187,0.0112,0.0017,0.5405
4013,0.139,0.2122,0.1049,0.64,High Vulnerability,0.79,High Concern,0.3099,0.0162,0.0409,0.0531,0.002,0.5524
5059,0.2031,0.2502,0.133,0.82,Very High Vulnerability,0.7,High Concern,0.035,0.0045,0.004,0.1136,0.0002,0.8253
2240,0.1897,0.2296,0.1362,0.58,Moderate Vulnerability,0.74,High Concern,0.0606,0.1387,0.0266,0.0032,0.0006,0.7366
4023,0.141,0.223,0.1076,0.93,Very High Vulnerability,0.98,Very High Concern,0.8346,0.0022,0.0083,0.0024,0.0,0.1485
5049,0.2177,0.2654,0.1452,0.67,High Vulnerability,0.57,Moderate Concern,0.016,0.0033,0.0007,0.0047,0.0007,0.9491
1007,0.1808,0.2526,0.139,0.6,High Vulnerability,0.76,High Concern,0.0257,0.0013,0.0012,0.2214,0.0,0.7453
2150,0.2361,0.2884,0.1704,0.7,High Vulnerability,0.71,High Concern,0.0891,0.1197,0.2269,0.0021,0.0033,0.4903
1071,0.1898,0.2459,0.146,0.57,Moderate Vulnerability,0.61,High Concern,0.0293,0.0112,0.0045,0.0342,0.0011,0.8925
5003,0.2237,0.2767,0.1495,0.86,Very High Vulnerability,0.81,Very High Concern,0.0543,0.0022,0.0019,0.2527,0.0,0.6823
5025,0.2237,0.2767,0.1495,0.56,Moderate Vulnerability,0.66,High Concern,0.0124,0.0017,0.0,0.128,0.0,0.8457
5069,0.2041,0.2566,0.134,0.94,Very High Vulnerability,0.69,High Concern,0.021,0.0028,0.0095,0.5649,0.0013,0.3888
1097,0.1677,0.2288,0.1263,0.75,High Vulnerability,0.62,High Concern,0.029,0.0076,0.0189,0.3554,0.0001,0.5689
1037,0.1806,0.24,0.1383,0.53,Moderate Vulnerability,0.71,High Concern,0.0101,0.0007,0.0,0.3361,0.0,0.648
2290,0.2361,0.2884,0.1704,0.88,Very High Vulnerability,0.93,Very High Concern,0.0266,0.6837,0.0071,0.0007,0.0004,0.2155
1101,0.1522,0.2123,0.1135,0.84,Very High Vulnerability,0.59,Moderate Concern,0.0352,0.0014,0.028,0.5779,0.0002,0.339
1033,0.1738,0.229,0.1325,0.43,Moderate Vulnerability,0.53,Moderate Concern,0.0284,0.0058,0.0047,0.1608,0.0009,0.782
5033,0.2068,0.2529,0.1342,0.61,High Vulnerability,0.65,High Concern,0.0773,0.0179,0.0185,0.0139,0.0002,0.8427
1063,0.1808,0.2526,0.139,0.99,Very High Vulnerability,0.88,Very High Concern,0.0174,0.0044,0.0,0.7946,0.0,0.1724
1023,0.1735,0.2357,0.1337,0.87,Very High Vulnerability,0.83,Very High Concern,0.0041,0.0006,0.0013,0.4255,0.0,0.5638
2068,0.1897,0.2296,0.1362,0.1,Very Low Vulnerability,0.61,High Concern,0.0031,0.0218,0.0258,0.0116,0.0,0.8424
5065,0.2177,0.2654,0.1452,0.57,Moderate Vulnerability,0.58,Moderate Concern,0.0231,0.0096,0.0,0.0183,0.0,0.9293
1087,0.1676,0.2337,0.1274,0.9,Very High Vulnerability,0.83,Very High Concern,0.0081,0.0009,0.0017,0.8254,0.0,0.1585
4007,0.1638,0.2442,0.1252,0.9,Very High Vulnerability,0.98,Very High Concern,0.1875,0.1607,0.0079,0.0065,0.0,0.6225
2195,0.2361,0.2884,0.1704,0.67,High Vulnerability,0.7,High Concern,0.117,0.0731,0.0457,0.0101,0.0058,0.6549
4015,0.1537,0.2307,0.1191,0.86,Very High Vulnerability,0.92,Very High Concern,0.1645,0.02,0.0107,0.01,0.002,0.7729
1081,0.1417,0.1937,0.1052,0.66,High Vulnerability,0.58,Moderate Concern,0.0368,0.0018,0.0411,0.2273,0.0,0.6744
1053,0.1735,0.2357,0.1337,0.86,Very High Vulnerability,0.86,Very High Concern,0.0233,0.0398,0.0028,0.3198,0.0015,0.6023
1111,0.1783,0.235,0.1368,0.72,High Vulnerability,0.78,High Concern,0.0295,0.0017,0.0021,0.1967,0.0,0.7529
5007,0.1818,0.2171,0.1164,0.27,Low Vulnerability,0.39,Low Concern,0.1662,0.0126,0.0384,0.0165,0.0061,0.7333
5057,0.2112,0.2589,0.1377,0.95,Very High Vulnerability,0.7,High Concern,0.1282,0.0032,0.0012,0.2998,0.0033,0.5461
1047,0.1808,0.2526,0.139,0.95,Very High Vulnerability,0.78,High Concern,0.0107,0.0009,0.0057,0.7043,0.0001,0.2732
1017,0.1806,0.24,0.1383,0.74,High Vulnerability,0.81,Very High Concern,0.0238,0.0033,0.0112,0.3956,0.0,0.5555
2100,0.1897,0.2296,0.1362,0.21,Low Vulnerability,0.64,High Concern,0.0449,0.087,0.0131,0.0,0.0016,0.7752
5017,0.2237,0.2767,0.1495,1.0,Very High Vulnerability,0.79,High Concern,0.055,0.0014,0.0058,0.5388,0.0,0.3873
1117,0.1422,0.1809,0.1056,0.12,Very Low Vulnerability,0.25,Low Concern,0.0572,0.0026,0.0206,0.1202,0.0002,0.7787
2164,0.2361,0.2884,0.1704,0.8,High Vulnerability,0.88,Very High Concern,0.0014,0.6978,0.0165,0.0115,0.0036,0.2096
1073,0.149,0.2041,0.1111,0.66,High Vulnerability,0.47,Moderate Concern,0.0387,0.0016,0.0157,0.428,0.0003,0.4989
5071,0.2091,0.2576,0.1378,0.88,Very High Vulnerability,0.84,Very High Concern,0.1392,0.0024,0.0206,0.0156,0.0008,0.7918
1061,0.1768,0.2352,0.1344,0.8,High Vulnerability,0.83,Very High Concern,0.0398,0.0089,0.0044,0.0941,0.0005,0.8385
1103,0.1713,0.2221,0.1303,0.69,High Vulnerability,0.59,Moderate Concern,0.0836,0.0047,0.0064,0.1269,0.0006,0.7563
1039,0.1758,0.2304,0.1343,0.77,High Vulnerability,0.8,High Concern,0.0169,0.0006,0.0038,0.1339,0.0009,0.8329
4021,0.1635,0.2437,0.1258,0.86,Very High Vulnerability,0.87,Very High Concern,0.3016,0.043,0.0158,0.0408,0.0029,0.5679
1009,0.1854,0.2362,0.1416,0.42,Moderate Vulnerability,0.8,High Concern,0.0926,0.0007,0.0037,0.0153,0.0004,0.8689
5031,0.214,0.2646,0.1395,0.8,Very High Vulnerability,0.44,Moderate Concern,0.0505,0.0019,0.0141,0.145,0.0001,0.7603
5051,0.2031,0.2502,0.133,0.83,Very High Vulnerability,0.41,Moderate Concern,0.0563,0.0085,0.006,0.0817,0.0,0.8206
2130,0.1897,0.2296,0.1362,0.55,Moderate Vulnerability,0.64,High Concern,0.0527,0.1343,0.0798,0.0075,0.002,0.6396
2282,0.2361,0.2884,0.1704,0.59,Moderate Vulnerability,0.84,Very High Concern,0.077,0.3606,0.0493,0.0077,0.0123,0.433
5041,0.2237,0.2767,0.1495,0.96,Very High Vulnerability,0.85,Very High Concern,0.0613,0.002,0.0044,0.466,0.0,0.4523
1095,0.1618,0.2103,0.1225,0.73,High Vulnerability,0.64,High Concern,0.1397,0.0036,0.006,0.0267,0.0005,0.8075
1031,0.1758,0.2304,0.1343,0.54,Moderate Vulnerability,0.57,Moderate Concern,0.0728,0.0116,0.0144,0.168,0.0,0.7015
2230,0.1897,0.2296,0.1362,0.17,Very Low Vulnerability,0.67,High Concern,0.0569,0.0506,0.0081,0.0334,0.0,0.8211
5001,0.2119,0.2646,0.1402,0.78,High Vulnerability,0.72,High Concern,0.0319,0.0017,0.0004,0.2588,0.0,0.6976
5023,0.2177,0.2654,0.1452,0.21,Low Vulnerability,0.38,Low Concern,0.0243,0.0117,0.0067,0.0039,0.0,0.9467
2170,0.186,0.2185,0.1373,0.32,Low Vulnerability,0.61,High Concern,0.0493,0.0604,0.0137,0.0115,0.0022,0.7922
